"GEO_ID","NAME","B08303_001E","B08303_001EA","B08303_001M","B08303_001MA","B08303_002E","B08303_002EA","B08303_002M","B08303_002MA","B08303_003E","B08303_003M","B08303_003MA","B08303_003EA","B08303_004E","B08303_004M","B08303_004MA","B08303_004EA","B08303_005E","B08303_005M","B08303_005MA","B08303_005EA","B08303_006E","B08303_006M","B08303_006MA","B08303_006EA","B08303_007E","B08303_007M","B08303_007MA","B08303_007EA","B08303_008E","B08303_008M","B08303_008MA","B08303_008EA","B08303_009E","B08303_009EA","B08303_009M","B08303_009MA","B08303_010E","B08303_010M","B08303_010MA","B08303_010EA","B08303_011E","B08303_011EA","B08303_011M","B08303_011MA","B08303_012E","B08303_012EA","B08303_012M","B08303_012MA","B08303_013E","B08303_013EA","B08303_013M","B08303_013MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!Less than 5 minutes","Annotation of Estimate!!Total!!Less than 5 minutes","Margin of Error!!Total!!Less than 5 minutes","Annotation of Margin of Error!!Total!!Less than 5 minutes","Estimate!!Total!!5 to 9 minutes","Margin of Error!!Total!!5 to 9 minutes","Annotation of Margin of Error!!Total!!5 to 9 minutes","Annotation of Estimate!!Total!!5 to 9 minutes","Estimate!!Total!!10 to 14 minutes","Margin of Error!!Total!!10 to 14 minutes","Annotation of Margin of Error!!Total!!10 to 14 minutes","Annotation of Estimate!!Total!!10 to 14 minutes","Estimate!!Total!!15 to 19 minutes","Margin of Error!!Total!!15 to 19 minutes","Annotation of Margin of Error!!Total!!15 to 19 minutes","Annotation of Estimate!!Total!!15 to 19 minutes","Estimate!!Total!!20 to 24 minutes","Margin of Error!!Total!!20 to 24 minutes","Annotation of Margin of Error!!Total!!20 to 24 minutes","Annotation of Estimate!!Total!!20 to 24 minutes","Estimate!!Total!!25 to 29 minutes","Margin of Error!!Total!!25 to 29 minutes","Annotation of Margin of Error!!Total!!25 to 29 minutes","Annotation of Estimate!!Total!!25 to 29 minutes","Estimate!!Total!!30 to 34 minutes","Margin of Error!!Total!!30 to 34 minutes","Annotation of Margin of Error!!Total!!30 to 34 minutes","Annotation of Estimate!!Total!!30 to 34 minutes","Estimate!!Total!!35 to 39 minutes","Annotation of Estimate!!Total!!35 to 39 minutes","Margin of Error!!Total!!35 to 39 minutes","Annotation of Margin of Error!!Total!!35 to 39 minutes","Estimate!!Total!!40 to 44 minutes","Margin of Error!!Total!!40 to 44 minutes","Annotation of Margin of Error!!Total!!40 to 44 minutes","Annotation of Estimate!!Total!!40 to 44 minutes","Estimate!!Total!!45 to 59 minutes","Annotation of Estimate!!Total!!45 to 59 minutes","Margin of Error!!Total!!45 to 59 minutes","Annotation of Margin of Error!!Total!!45 to 59 minutes","Estimate!!Total!!60 to 89 minutes","Annotation of Estimate!!Total!!60 to 89 minutes","Margin of Error!!Total!!60 to 89 minutes","Annotation of Margin of Error!!Total!!60 to 89 minutes","Estimate!!Total!!90 or more minutes","Annotation of Estimate!!Total!!90 or more minutes","Margin of Error!!Total!!90 or more minutes","Annotation of Margin of Error!!Total!!90 or more minutes",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","1879","null","303","null","0","null","15","null","231","151","null","null","49","59","null","null","112","120","null","null","207","97","null","null","178","111","null","null","200","112","null","null","13","null","21","null","143","90","null","null","314","null","109","null","278","null","117","null","154","null","82","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3072","null","526","null","113","null","59","null","115","90","null","null","148","96","null","null","386","206","null","null","293","130","null","null","101","82","null","null","583","184","null","null","26","null","32","null","236","99","null","null","617","null","203","null","360","null","138","null","94","null","78","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1006","null","265","null","122","null","181","null","23","39","null","null","66","57","null","null","68","59","null","null","106","77","null","null","82","61","null","null","121","67","null","null","12","null","16","null","129","79","null","null","125","null","69","null","96","null","58","null","56","null","55","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2828","null","330","null","15","null","24","null","113","108","null","null","108","69","null","null","88","59","null","null","434","188","null","null","117","95","null","null","336","159","null","null","43","null","51","null","278","132","null","null","597","null","182","null","518","null","210","null","181","null","121","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2173","null","312","null","52","null","52","null","216","110","null","null","215","104","null","null","119","91","null","null","179","103","null","null","74","48","null","null","339","163","null","null","29","null","29","null","129","71","null","null","463","null","173","null","273","null","110","null","85","null","84","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2072","null","390","null","25","null","39","null","43","46","null","null","51","45","null","null","290","243","null","null","74","59","null","null","78","62","null","null","500","219","null","null","56","null","48","null","157","75","null","null","530","null","176","null","236","null","124","null","32","null","33","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1865","null","310","null","47","null","75","null","115","63","null","null","44","41","null","null","112","76","null","null","256","115","null","null","73","86","null","null","311","146","null","null","88","null","51","null","120","114","null","null","281","null","93","null","318","null","107","null","100","null","80","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1107","null","258","null","6","null","11","null","65","43","null","null","132","116","null","null","252","114","null","null","83","44","null","null","45","37","null","null","75","55","null","null","92","null","99","null","46","38","null","null","249","null","105","null","53","null","53","null","9","null","15","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3655","null","356","null","31","null","38","null","65","42","null","null","61","34","null","null","173","124","null","null","480","232","null","null","189","120","null","null","494","210","null","null","130","null","98","null","317","168","null","null","1073","null","272","null","566","null","195","null","76","null","57","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","1851","null","247","null","36","null","56","null","6","11","null","null","28","22","null","null","247","102","null","null","280","157","null","null","106","70","null","null","311","101","null","null","115","null","76","null","106","67","null","null","298","null","83","null","228","null","86","null","90","null","55","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2566","null","355","null","119","null","111","null","192","102","null","null","145","85","null","null","240","107","null","null","317","133","null","null","157","101","null","null","288","162","null","null","65","null","62","null","146","94","null","null","481","null","158","null","277","null","110","null","139","null","88","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1652","null","291","null","0","null","11","null","63","52","null","null","140","114","null","null","289","124","null","null","136","80","null","null","133","90","null","null","218","74","null","null","65","null","42","null","82","62","null","null","173","null","74","null","324","null","109","null","29","null","42","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2352","null","361","null","0","null","15","null","230","142","null","null","239","125","null","null","187","115","null","null","219","114","null","null","128","94","null","null","526","278","null","null","86","null","63","null","140","86","null","null","280","null","140","null","222","null","104","null","95","null","78","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1624","null","232","null","19","null","21","null","71","49","null","null","342","131","null","null","292","117","null","null","112","58","null","null","47","49","null","null","274","117","null","null","27","null","27","null","86","67","null","null","167","null","70","null","128","null","56","null","59","null","35","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","1932","null","319","null","31","null","48","null","33","44","null","null","183","93","null","null","224","104","null","null","65","45","null","null","26","26","null","null","353","184","null","null","27","null","24","null","150","105","null","null","512","null","182","null","237","null","98","null","91","null","92","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2189","null","251","null","64","null","55","null","94","66","null","null","161","80","null","null","151","69","null","null","251","80","null","null","47","43","null","null","303","110","null","null","115","null","78","null","308","104","null","null","435","null","142","null","201","null","85","null","59","null","52","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2348","null","473","null","52","null","52","null","198","121","null","null","295","162","null","null","181","109","null","null","563","387","null","null","72","72","null","null","338","249","null","null","33","null","53","null","139","109","null","null","342","null","160","null","121","null","90","null","14","null","22","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2561","null","341","null","19","null","26","null","264","210","null","null","258","142","null","null","384","144","null","null","224","121","null","null","127","85","null","null","437","172","null","null","99","null","107","null","76","65","null","null","346","null","128","null","216","null","105","null","111","null","88","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1629","null","231","null","107","null","77","null","149","70","null","null","148","65","null","null","110","81","null","null","134","90","null","null","36","47","null","null","308","127","null","null","21","null","33","null","53","55","null","null","147","null","75","null","329","null","151","null","87","null","62","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","787","null","164","null","5","null","8","null","5","8","null","null","78","67","null","null","142","65","null","null","57","35","null","null","59","67","null","null","121","65","null","null","30","null","21","null","13","13","null","null","151","null","77","null","126","null","32","null","0","null","11","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3626","null","592","null","37","null","41","null","272","165","null","null","390","228","null","null","320","161","null","null","481","251","null","null","284","178","null","null","608","339","null","null","70","null","76","null","319","151","null","null","468","null","177","null","351","null","189","null","26","null","30","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2264","null","241","null","0","null","11","null","18","30","null","null","161","159","null","null","69","62","null","null","234","163","null","null","121","108","null","null","524","191","null","null","47","null","46","null","165","138","null","null","476","null","156","null","340","null","168","null","109","null","161","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3578","null","654","null","130","null","149","null","190","139","null","null","261","141","null","null","425","150","null","null","310","129","null","null","81","53","null","null","669","260","null","null","112","null","72","null","344","297","null","null","575","null","241","null","434","null","155","null","47","null","52","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2071","null","341","null","81","null","95","null","188","122","null","null","198","120","null","null","176","96","null","null","196","101","null","null","68","51","null","null","280","118","null","null","30","null","36","null","230","156","null","null","310","null","147","null","239","null","92","null","75","null","67","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1715","null","276","null","0","null","11","null","101","75","null","null","157","82","null","null","157","107","null","null","313","117","null","null","71","56","null","null","181","80","null","null","51","null","46","null","150","82","null","null","195","null","88","null","237","null","114","null","102","null","88","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","1889","null","370","null","10","null","17","null","29","39","null","null","13","22","null","null","131","84","null","null","470","274","null","null","64","69","null","null","272","113","null","null","6","null","16","null","100","84","null","null","379","null","174","null","263","null","156","null","152","null","120","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1624","null","250","null","26","null","41","null","13","19","null","null","99","57","null","null","275","175","null","null","87","68","null","null","70","55","null","null","299","124","null","null","46","null","38","null","109","74","null","null","325","null","145","null","247","null","99","null","28","null","26","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1129","null","238","null","56","null","54","null","32","23","null","null","47","29","null","null","63","36","null","null","52","54","null","null","38","42","null","null","273","110","null","null","62","null","51","null","107","101","null","null","149","null","85","null","160","null","111","null","90","null","59","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1387","null","243","null","68","null","61","null","184","98","null","null","130","55","null","null","75","70","null","null","52","45","null","null","38","28","null","null","289","151","null","null","56","null","47","null","50","68","null","null","236","null","109","null","177","null","108","null","32","null","28","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","2814","null","373","null","31","null","17","null","123","59","null","null","77","50","null","null","84","75","null","null","315","134","null","null","118","77","null","null","526","248","null","null","30","null","32","null","285","116","null","null","703","null","202","null","468","null","174","null","54","null","45","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1579","null","233","null","92","null","74","null","37","41","null","null","134","80","null","null","166","89","null","null","231","100","null","null","112","73","null","null","246","110","null","null","28","null","35","null","31","29","null","null","242","null","96","null","224","null","106","null","36","null","31","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1305","null","136","null","55","null","56","null","94","57","null","null","43","27","null","null","70","41","null","null","136","74","null","null","91","66","null","null","212","75","null","null","28","null","30","null","177","77","null","null","245","null","82","null","101","null","57","null","53","null","44","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","3593","null","330","null","12","null","19","null","101","112","null","null","168","97","null","null","251","126","null","null","435","176","null","null","185","104","null","null","565","161","null","null","132","null","147","null","300","148","null","null","826","null","186","null","561","null","164","null","57","null","38","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","1865","null","315","null","73","null","115","null","41","44","null","null","124","131","null","null","66","52","null","null","207","120","null","null","47","38","null","null","491","162","null","null","63","null","57","null","125","91","null","null","360","null","180","null","216","null","113","null","52","null","70","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","990","null","131","null","1","null","18","null","0","11","null","null","142","71","null","null","48","40","null","null","156","80","null","null","31","32","null","null","119","51","null","null","61","null","60","null","110","61","null","null","246","null","104","null","66","null","42","null","10","null","15","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1764","null","189","null","0","null","11","null","35","32","null","null","53","50","null","null","193","98","null","null","157","88","null","null","107","98","null","null","363","108","null","null","95","null","62","null","170","118","null","null","417","null","120","null","142","null","82","null","32","null","35","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","884","null","92","null","0","null","11","null","27","44","null","null","28","39","null","null","4","8","null","null","192","110","null","null","13","14","null","null","215","104","null","null","25","null","27","null","122","65","null","null","185","null","65","null","46","null","35","null","27","null","21","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","631","null","127","null","16","null","22","null","22","22","null","null","0","11","null","null","35","30","null","null","30","36","null","null","73","54","null","null","83","46","null","null","28","null","28","null","46","44","null","null","144","null","55","null","111","null","74","null","43","null","49","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1178","null","180","null","11","null","18","null","9","14","null","null","55","54","null","null","108","83","null","null","215","84","null","null","39","35","null","null","112","78","null","null","81","null","66","null","139","72","null","null","276","null","111","null","49","null","38","null","84","null","65","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1996","null","272","null","12","null","18","null","0","11","null","null","42","50","null","null","100","69","null","null","244","137","null","null","204","119","null","null","271","114","null","null","51","null","48","null","252","97","null","null","513","null","206","null","236","null","131","null","71","null","61","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2212","null","319","null","12","null","19","null","197","119","null","null","46","42","null","null","364","171","null","null","104","69","null","null","87","61","null","null","363","152","null","null","82","null","59","null","185","88","null","null","521","null","150","null","193","null","107","null","58","null","63","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","1875","null","228","null","27","null","34","null","120","74","null","null","109","100","null","null","113","81","null","null","202","82","null","null","91","52","null","null","272","119","null","null","37","null","37","null","155","116","null","null","581","null","161","null","150","null","79","null","18","null","22","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2262","null","277","null","65","null","56","null","54","39","null","null","79","62","null","null","160","78","null","null","203","90","null","null","148","93","null","null","428","148","null","null","97","null","54","null","250","108","null","null","379","null","102","null","297","null","110","null","102","null","94","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","2636","null","357","null","0","null","11","null","33","35","null","null","79","76","null","null","101","113","null","null","295","111","null","null","152","75","null","null","425","179","null","null","171","null","97","null","263","133","null","null","756","null","180","null","222","null","121","null","139","null","89","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","1974","null","368","null","96","null","76","null","19","31","null","null","97","88","null","null","100","73","null","null","255","109","null","null","68","55","null","null","346","198","null","null","71","null","68","null","185","128","null","null","429","null","148","null","209","null","96","null","99","null","112","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3476","null","419","null","32","null","35","null","55","53","null","null","162","97","null","null","192","126","null","null","194","89","null","null","165","96","null","null","658","305","null","null","232","null","161","null","427","180","null","null","667","null","205","null","600","null","203","null","92","null","64","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3216","null","348","null","43","null","33","null","0","15","null","null","64","52","null","null","332","136","null","null","240","99","null","null","139","75","null","null","870","242","null","null","141","null","105","null","255","115","null","null","651","null","208","null","386","null","151","null","95","null","68","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1463","null","263","null","25","null","31","null","49","46","null","null","30","36","null","null","157","80","null","null","209","105","null","null","83","57","null","null","296","84","null","null","34","null","33","null","207","107","null","null","228","null","99","null","98","null","66","null","47","null","39","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","1955","null","316","null","38","null","42","null","53","69","null","null","143","91","null","null","219","141","null","null","180","151","null","null","133","88","null","null","236","104","null","null","66","null","50","null","157","95","null","null","473","null","156","null","223","null","107","null","34","null","35","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3297","null","386","null","46","null","64","null","80","70","null","null","270","120","null","null","289","141","null","null","199","99","null","null","241","113","null","null","825","259","null","null","164","null","96","null","198","87","null","null","559","null","163","null","325","null","110","null","101","null","57","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1084","null","146","null","10","null","14","null","21","22","null","null","42","35","null","null","59","27","null","null","95","57","null","null","33","36","null","null","190","78","null","null","70","null","40","null","88","43","null","null","237","null","83","null","193","null","66","null","46","null","42","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1385","null","145","null","0","null","11","null","31","35","null","null","72","43","null","null","113","65","null","null","106","42","null","null","55","37","null","null","333","138","null","null","18","null","19","null","107","41","null","null","268","null","75","null","237","null","93","null","45","null","29","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","3779","null","540","null","17","null","30","null","87","100","null","null","229","148","null","null","137","136","null","null","407","181","null","null","241","160","null","null","756","232","null","null","55","null","61","null","617","230","null","null","656","null","288","null","546","null","215","null","31","null","49","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","1969","null","200","null","29","null","43","null","28","23","null","null","153","77","null","null","88","48","null","null","134","75","null","null","118","71","null","null","386","96","null","null","99","null","51","null","148","67","null","null","443","null","129","null","278","null","84","null","65","null","40","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","3310","null","314","null","38","null","37","null","102","68","null","null","148","79","null","null","371","161","null","null","196","162","null","null","125","93","null","null","499","188","null","null","74","null","57","null","161","82","null","null","1034","null","227","null","460","null","191","null","102","null","97","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","3256","null","535","null","13","null","20","null","82","90","null","null","305","147","null","null","338","142","null","null","483","276","null","null","133","105","null","null","688","210","null","null","81","null","86","null","192","107","null","null","655","null","207","null","264","null","122","null","22","null","28","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","1435","null","205","null","48","null","39","null","35","34","null","null","45","38","null","null","111","49","null","null","163","97","null","null","75","46","null","null","264","95","null","null","79","null","46","null","139","97","null","null","349","null","137","null","115","null","60","null","12","null","18","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","1614","null","204","null","0","null","11","null","53","39","null","null","68","47","null","null","159","97","null","null","169","78","null","null","78","54","null","null","246","92","null","null","57","null","38","null","144","82","null","null","351","null","79","null","241","null","96","null","48","null","57","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","3020","null","261","null","14","null","21","null","98","73","null","null","50","66","null","null","150","99","null","null","297","125","null","null","226","123","null","null","655","222","null","null","202","null","102","null","161","83","null","null","625","null","163","null","393","null","148","null","149","null","118","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","1635","null","240","null","0","null","11","null","106","77","null","null","78","47","null","null","138","75","null","null","206","79","null","null","17","19","null","null","417","155","null","null","78","null","57","null","144","72","null","null","335","null","112","null","99","null","56","null","17","null","18","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","2004","null","235","null","8","null","13","null","44","31","null","null","115","81","null","null","92","57","null","null","278","101","null","null","38","26","null","null","372","117","null","null","160","null","108","null","190","79","null","null","526","null","128","null","165","null","87","null","16","null","18","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","948","null","104","null","0","null","11","null","0","11","null","null","45","22","null","null","68","42","null","null","112","57","null","null","47","24","null","null","141","55","null","null","49","null","27","null","62","27","null","null","259","null","66","null","143","null","58","null","22","null","15","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","1312","null","153","null","39","null","29","null","109","75","null","null","55","37","null","null","90","47","null","null","36","28","null","null","31","23","null","null","187","80","null","null","110","null","58","null","188","75","null","null","288","null","90","null","179","null","76","null","0","null","11","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","1401","null","205","null","40","null","50","null","23","23","null","null","108","64","null","null","81","48","null","null","49","32","null","null","103","55","null","null","188","85","null","null","135","null","74","null","219","115","null","null","283","null","108","null","146","null","60","null","26","null","32","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","2548","null","308","null","27","null","33","null","91","51","null","null","140","77","null","null","118","64","null","null","109","55","null","null","172","101","null","null","352","144","null","null","138","null","88","null","348","178","null","null","728","null","137","null","206","null","110","null","119","null","85","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","1441","null","155","null","0","null","11","null","74","67","null","null","229","96","null","null","62","38","null","null","148","66","null","null","79","61","null","null","222","88","null","null","36","null","37","null","105","49","null","null","327","null","108","null","159","null","74","null","0","null","11","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","3113","null","345","null","0","null","15","null","49","47","null","null","360","148","null","null","101","71","null","null","582","210","null","null","98","67","null","null","574","181","null","null","125","null","67","null","218","120","null","null","568","null","159","null","423","null","207","null","15","null","24","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","1443","null","234","null","0","null","11","null","87","75","null","null","57","51","null","null","132","103","null","null","316","127","null","null","19","23","null","null","110","56","null","null","111","null","79","null","188","78","null","null","230","null","95","null","171","null","94","null","22","null","26","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1162","null","306","null","5","null","8","null","58","48","null","null","55","56","null","null","147","83","null","null","139","61","null","null","36","23","null","null","188","64","null","null","74","null","37","null","105","39","null","null","224","null","87","null","77","null","56","null","54","null","45","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","827","null","101","null","4","null","7","null","32","25","null","null","36","18","null","null","71","38","null","null","114","53","null","null","58","36","null","null","139","56","null","null","35","null","24","null","87","43","null","null","157","null","61","null","88","null","32","null","6","null","9","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","873","null","104","null","0","null","11","null","66","49","null","null","35","19","null","null","75","50","null","null","115","64","null","null","41","26","null","null","136","58","null","null","17","null","18","null","63","32","null","null","186","null","64","null","119","null","58","null","20","null","26","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","894","null","111","null","0","null","11","null","32","29","null","null","104","57","null","null","82","68","null","null","119","57","null","null","46","25","null","null","126","51","null","null","64","null","38","null","51","26","null","null","131","null","48","null","126","null","50","null","13","null","18","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1028","null","102","null","4","null","8","null","18","21","null","null","104","73","null","null","113","56","null","null","165","97","null","null","24","21","null","null","116","68","null","null","28","null","24","null","106","48","null","null","294","null","116","null","56","null","44","null","0","null","11","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","982","null","118","null","49","null","58","null","15","19","null","null","68","38","null","null","73","43","null","null","139","86","null","null","23","16","null","null","171","69","null","null","64","null","44","null","83","37","null","null","168","null","59","null","100","null","43","null","29","null","24","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","1667","null","166","null","24","null","38","null","68","54","null","null","124","75","null","null","151","76","null","null","254","107","null","null","77","38","null","null","358","135","null","null","53","null","37","null","77","42","null","null","280","null","103","null","174","null","69","null","27","null","40","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","1285","null","196","null","27","null","39","null","53","40","null","null","141","75","null","null","158","80","null","null","217","105","null","null","108","39","null","null","183","64","null","null","49","null","29","null","71","32","null","null","153","null","70","null","49","null","26","null","76","null","82","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","1594","null","194","null","13","null","20","null","39","30","null","null","65","42","null","null","69","49","null","null","315","134","null","null","83","44","null","null","249","76","null","null","52","null","35","null","155","68","null","null","336","null","126","null","149","null","60","null","69","null","49","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1295","null","156","null","25","null","28","null","50","45","null","null","77","60","null","null","81","60","null","null","158","87","null","null","61","37","null","null","210","81","null","null","51","null","36","null","125","55","null","null","322","null","89","null","81","null","51","null","54","null","40","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","1994","null","220","null","10","null","16","null","49","37","null","null","169","85","null","null","54","40","null","null","121","75","null","null","163","102","null","null","302","112","null","null","91","null","60","null","264","100","null","null","570","null","185","null","201","null","91","null","0","null","11","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","2502","null","348","null","16","null","27","null","64","47","null","null","119","82","null","null","163","131","null","null","193","84","null","null","90","66","null","null","419","139","null","null","138","null","84","null","388","135","null","null","574","null","129","null","326","null","125","null","12","null","18","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","615","null","108","null","39","null","56","null","18","20","null","null","25","33","null","null","34","22","null","null","132","67","null","null","15","12","null","null","160","65","null","null","25","null","24","null","42","30","null","null","65","null","27","null","43","null","21","null","17","null","14","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","3572","null","345","null","0","null","11","null","130","60","null","null","199","123","null","null","46","53","null","null","624","194","null","null","228","107","null","null","849","311","null","null","239","null","116","null","337","114","null","null","458","null","151","null","443","null","154","null","19","null","25","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","4470","null","460","null","0","null","15","null","59","57","null","null","174","128","null","null","283","118","null","null","677","278","null","null","292","139","null","null","1115","280","null","null","277","null","131","null","245","137","null","null","848","null","288","null","408","null","184","null","92","null","68","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1188","null","144","null","0","null","11","null","76","51","null","null","27","21","null","null","61","45","null","null","225","78","null","null","47","31","null","null","301","83","null","null","55","null","34","null","105","50","null","null","177","null","59","null","103","null","43","null","11","null","12","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","952","null","157","null","5","null","7","null","20","20","null","null","9","10","null","null","76","59","null","null","118","47","null","null","193","79","null","null","167","63","null","null","52","null","28","null","106","54","null","null","148","null","77","null","52","null","37","null","6","null","9","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","1514","null","179","null","3","null","6","null","23","18","null","null","34","22","null","null","62","29","null","null","203","138","null","null","49","35","null","null","367","107","null","null","115","null","60","null","124","42","null","null","292","null","84","null","205","null","85","null","37","null","34","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","1260","null","150","null","0","null","11","null","20","18","null","null","36","30","null","null","79","32","null","null","163","57","null","null","42","21","null","null","401","139","null","null","77","null","36","null","81","35","null","null","224","null","79","null","125","null","65","null","12","null","13","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","697","null","111","null","0","null","11","null","13","19","null","null","42","28","null","null","38","39","null","null","128","51","null","null","37","23","null","null","89","38","null","null","47","null","31","null","75","42","null","null","158","null","73","null","56","null","31","null","14","null","14","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","2473","null","353","null","0","null","11","null","15","23","null","null","126","120","null","null","177","106","null","null","316","153","null","null","232","150","null","null","521","183","null","null","105","null","65","null","211","111","null","null","530","null","371","null","215","null","128","null","25","null","39","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","2326","null","376","null","0","null","11","null","172","166","null","null","87","68","null","null","426","170","null","null","335","138","null","null","76","62","null","null","466","175","null","null","44","null","40","null","167","110","null","null","309","null","129","null","213","null","120","null","31","null","42","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","2178","null","226","null","20","null","20","null","35","38","null","null","49","43","null","null","146","74","null","null","375","158","null","null","134","75","null","null","417","114","null","null","120","null","60","null","212","72","null","null","317","null","99","null","211","null","95","null","142","null","100","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","2495","null","364","null","10","null","15","null","97","55","null","null","129","74","null","null","164","96","null","null","413","215","null","null","235","95","null","null","633","191","null","null","154","null","74","null","217","164","null","null","180","null","76","null","222","null","92","null","41","null","36","null",
