"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002EA","B08301_002M","B08301_002MA","B08301_003E","B08301_003M","B08301_003MA","B08301_003EA","B08301_004E","B08301_004M","B08301_004MA","B08301_004EA","B08301_005E","B08301_005M","B08301_005MA","B08301_005EA","B08301_006E","B08301_006EA","B08301_006M","B08301_006MA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009M","B08301_009MA","B08301_009EA","B08301_010E","B08301_010M","B08301_010MA","B08301_010EA","B08301_011E","B08301_011M","B08301_011MA","B08301_011EA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013EA","B08301_013M","B08301_013MA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015M","B08301_015MA","B08301_015EA","B08301_016E","B08301_016M","B08301_016MA","B08301_016EA","B08301_017E","B08301_017EA","B08301_017M","B08301_017MA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020M","B08301_020MA","B08301_020EA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"Geography","Geographic Area Name","Estimate!!Total:","Margin of Error!!Total:","Annotation of Margin of Error!!Total:","Annotation of Estimate!!Total:","Estimate!!Total:!!Car, truck, or van:","Annotation of Estimate!!Total:!!Car, truck, or van:","Margin of Error!!Total:!!Car, truck, or van:","Annotation of Margin of Error!!Total:!!Car, truck, or van:","Estimate!!Total:!!Car, truck, or van:!!Drove alone","Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Drove alone","Annotation of Estimate!!Total:!!Car, truck, or van:!!Drove alone","Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:","Annotation of Estimate!!Total:!!Car, truck, or van:!!Carpooled:","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Annotation of Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 2-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Annotation of Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 3-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Annotation of Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 4-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Annotation of Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 5- or 6-person carpool","Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Annotation of Margin of Error!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Annotation of Estimate!!Total:!!Car, truck, or van:!!Carpooled:!!In 7-or-more-person carpool","Estimate!!Total:!!Public transportation (excluding taxicab):","Margin of Error!!Total:!!Public transportation (excluding taxicab):","Annotation of Margin of Error!!Total:!!Public transportation (excluding taxicab):","Annotation of Estimate!!Total:!!Public transportation (excluding taxicab):","Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Annotation of Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Bus","Annotation of Estimate!!Total:!!Public transportation (excluding taxicab):!!Bus","Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Annotation of Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Annotation of Estimate!!Total:!!Public transportation (excluding taxicab):!!Subway or elevated rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Annotation of Estimate!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Annotation of Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Long-distance train or commuter rail","Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Annotation of Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Annotation of Estimate!!Total:!!Public transportation (excluding taxicab):!!Light rail, streetcar or trolley (carro público in Puerto Rico)","Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Annotation of Margin of Error!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Annotation of Estimate!!Total:!!Public transportation (excluding taxicab):!!Ferryboat","Estimate!!Total:!!Taxicab","Margin of Error!!Total:!!Taxicab","Annotation of Margin of Error!!Total:!!Taxicab","Annotation of Estimate!!Total:!!Taxicab","Estimate!!Total:!!Motorcycle","Annotation of Estimate!!Total:!!Motorcycle","Margin of Error!!Total:!!Motorcycle","Annotation of Margin of Error!!Total:!!Motorcycle","Estimate!!Total:!!Bicycle","Margin of Error!!Total:!!Bicycle","Annotation of Margin of Error!!Total:!!Bicycle","Annotation of Estimate!!Total:!!Bicycle","Estimate!!Total:!!Walked","Margin of Error!!Total:!!Walked","Annotation of Margin of Error!!Total:!!Walked","Annotation of Estimate!!Total:!!Walked","Estimate!!Total:!!Other means","Margin of Error!!Total:!!Other means","Annotation of Margin of Error!!Total:!!Other means","Annotation of Estimate!!Total:!!Other means","Estimate!!Total:!!Worked from home","Annotation of Estimate!!Total:!!Worked from home","Margin of Error!!Total:!!Worked from home","Annotation of Margin of Error!!Total:!!Worked from home",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2611","527","null","null","871","null","306","null","832","297","null","null","39","51","null","null","0","12","null","null","39","null","51","null","0","12","null","null","0","12","null","null","0","12","null","null","1069","236","null","null","376","174","null","null","639","182","null","null","54","null","52","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","180","178","null","null","106","92","null","null","24","40","null","null","361","null","170","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3248","657","null","null","1810","null","306","null","1640","311","null","null","170","126","null","null","115","87","null","null","55","null","90","null","0","17","null","null","0","17","null","null","0","17","null","null","1008","474","null","null","596","428","null","null","391","174","null","null","21","null","34","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","73","61","null","null","115","72","null","null","0","17","null","null","242","null","128","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1540","261","null","null","636","null","166","null","534","145","null","null","102","56","null","null","87","54","null","null","8","null","13","null","7","14","null","null","0","12","null","null","0","12","null","null","741","224","null","null","346","125","null","null","314","129","null","null","81","null","74","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","13","20","null","null","42","37","null","null","14","21","null","null","94","null","73","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","3364","721","null","null","2017","null","721","null","1876","721","null","null","141","114","null","null","131","114","null","null","10","null","16","null","0","17","null","null","0","17","null","null","0","17","null","null","1017","266","null","null","149","98","null","null","771","232","null","null","97","null","89","null","0","17","null","null","0","17","null","null","21","33","null","null","0","null","17","null","45","53","null","null","36","36","null","null","0","17","null","null","228","null","116","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2468","412","null","null","863","null","202","null","767","194","null","null","96","50","null","null","18","39","null","null","47","null","42","null","0","17","null","null","31","46","null","null","0","17","null","null","912","277","null","null","197","131","null","null","650","242","null","null","65","null","54","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","62","67","null","null","305","159","null","null","20","27","null","null","306","null","180","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2599","503","null","null","898","null","284","null","812","283","null","null","86","68","null","null","61","63","null","null","25","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","1214","317","null","null","251","111","null","null","912","294","null","null","51","null","61","null","0","12","null","null","0","12","null","null","36","57","null","null","0","null","12","null","89","64","null","null","51","46","null","null","65","44","null","null","246","null","142","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","1832","294","null","null","631","null","217","null","520","207","null","null","111","66","null","null","111","66","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","788","145","null","null","290","107","null","null","477","145","null","null","21","null","23","null","0","12","null","null","0","12","null","null","0","12","null","null","8","null","12","null","6","10","null","null","263","151","null","null","9","14","null","null","127","null","46","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","834","216","null","null","271","null","94","null","226","91","null","null","45","43","null","null","45","43","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","353","116","null","null","102","48","null","null","244","104","null","null","7","null","11","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","0","12","null","null","87","60","null","null","0","12","null","null","123","null","93","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3909","624","null","null","1407","null","504","null","1152","479","null","null","255","183","null","null","235","180","null","null","20","null","33","null","0","17","null","null","0","17","null","null","0","17","null","null","1464","297","null","null","294","133","null","null","1050","244","null","null","97","null","69","null","23","39","null","null","0","17","null","null","31","45","null","null","0","null","17","null","206","132","null","null","243","194","null","null","0","17","null","null","558","null","256","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","2144","302","null","null","1486","null","310","null","1325","288","null","null","161","116","null","null","144","114","null","null","15","null","24","null","2","3","null","null","0","12","null","null","0","12","null","null","363","107","null","null","135","74","null","null","178","80","null","null","50","null","30","null","0","12","null","null","0","12","null","null","18","26","null","null","0","null","12","null","32","34","null","null","85","55","null","null","0","12","null","null","160","null","85","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2437","307","null","null","949","null","191","null","829","199","null","null","120","79","null","null","96","72","null","null","24","null","36","null","0","17","null","null","0","17","null","null","0","17","null","null","1172","287","null","null","316","149","null","null","713","233","null","null","120","null","67","null","23","33","null","null","0","17","null","null","0","17","null","null","0","null","17","null","68","58","null","null","125","72","null","null","0","17","null","null","123","null","73","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","2035","430","null","null","1513","null","368","null","1249","373","null","null","264","149","null","null","197","159","null","null","50","null","45","null","0","12","null","null","17","26","null","null","0","12","null","null","379","170","null","null","207","156","null","null","172","87","null","null","0","null","12","null","0","12","null","null","0","12","null","null","7","13","null","null","0","null","12","null","14","25","null","null","82","68","null","null","0","12","null","null","40","null","27","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2888","612","null","null","2003","null","416","null","1711","342","null","null","292","159","null","null","189","98","null","null","103","null","125","null","0","17","null","null","0","17","null","null","0","17","null","null","583","278","null","null","144","100","null","null","354","243","null","null","85","null","77","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","122","135","null","null","14","26","null","null","166","null","99","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","2182","443","null","null","1795","null","441","null","1444","346","null","null","351","241","null","null","216","177","null","null","82","null","107","null","53","55","null","null","0","17","null","null","0","17","null","null","172","68","null","null","48","38","null","null","72","51","null","null","52","null","46","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","19","18","null","null","48","34","null","null","17","27","null","null","131","null","50","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2316","409","null","null","1515","null","309","null","1387","312","null","null","128","79","null","null","121","73","null","null","0","null","17","null","0","17","null","null","0","17","null","null","7","14","null","null","469","233","null","null","222","150","null","null","159","96","null","null","88","null","56","null","0","17","null","null","0","17","null","null","9","14","null","null","0","null","17","null","38","44","null","null","124","69","null","null","21","34","null","null","140","null","65","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2260","363","null","null","1529","null","327","null","1225","185","null","null","304","265","null","null","280","262","null","null","24","null","30","null","0","12","null","null","0","12","null","null","0","12","null","null","451","140","null","null","110","91","null","null","190","80","null","null","151","null","73","null","0","12","null","null","0","12","null","null","36","41","null","null","0","null","12","null","0","12","null","null","104","71","null","null","0","12","null","null","140","null","67","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2696","688","null","null","1797","null","488","null","1402","461","null","null","395","180","null","null","330","141","null","null","15","null","25","null","50","77","null","null","0","17","null","null","0","17","null","null","547","272","null","null","363","222","null","null","146","117","null","null","0","null","17","null","38","61","null","null","0","17","null","null","145","152","null","null","0","null","17","null","27","31","null","null","87","78","null","null","13","22","null","null","80","null","78","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2221","636","null","null","1426","null","338","null","1228","328","null","null","198","109","null","null","162","94","null","null","32","null","39","null","0","17","null","null","0","17","null","null","4","10","null","null","239","145","null","null","143","118","null","null","89","93","null","null","7","null","15","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","14","26","null","null","239","150","null","null","9","14","null","null","294","null","293","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","2885","1122","null","null","1972","null","859","null","1922","865","null","null","50","52","null","null","50","52","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","432","106","null","null","322","99","null","null","76","57","null","null","34","null","39","null","0","17","null","null","0","17","null","null","21","28","null","null","0","null","17","null","0","17","null","null","176","89","null","null","0","17","null","null","284","null","265","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","843","90","null","null","566","null","88","null","543","84","null","null","23","19","null","null","13","14","null","null","0","null","12","null","3","5","null","null","7","11","null","null","0","12","null","null","135","47","null","null","31","23","null","null","96","48","null","null","8","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","17","14","null","null","0","12","null","null","5","8","null","null","120","null","42","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","3298","793","null","null","2645","null","798","null","2525","775","null","null","120","104","null","null","90","104","null","null","30","null","36","null","0","17","null","null","0","17","null","null","0","17","null","null","269","162","null","null","233","157","null","null","20","25","null","null","16","null","27","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","0","17","null","null","288","163","null","null","0","17","null","null","96","null","75","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","3106","527","null","null","2282","null","477","null","2050","464","null","null","232","153","null","null","85","78","null","null","125","null","122","null","0","17","null","null","22","31","null","null","0","17","null","null","470","211","null","null","264","203","null","null","188","118","null","null","18","null","27","null","0","17","null","null","0","17","null","null","88","85","null","null","0","null","17","null","41","63","null","null","75","68","null","null","0","17","null","null","150","null","98","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3451","587","null","null","2348","null","507","null","2237","517","null","null","111","80","null","null","16","26","null","null","34","null","48","null","13","20","null","null","48","53","null","null","0","17","null","null","458","263","null","null","335","232","null","null","106","110","null","null","17","null","27","null","0","17","null","null","0","17","null","null","19","23","null","null","0","null","17","null","101","132","null","null","184","130","null","null","116","131","null","null","225","null","162","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","3148","567","null","null","2001","null","396","null","1806","405","null","null","195","106","null","null","136","76","null","null","11","null","19","null","0","17","null","null","48","72","null","null","0","17","null","null","681","197","null","null","426","175","null","null","229","122","null","null","26","null","25","null","0","17","null","null","0","17","null","null","7","12","null","null","0","null","17","null","47","43","null","null","59","50","null","null","81","98","null","null","272","null","314","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1665","353","null","null","917","null","206","null","750","199","null","null","167","79","null","null","137","68","null","null","28","null","45","null","2","17","null","null","0","12","null","null","0","12","null","null","358","136","null","null","234","118","null","null","96","58","null","null","28","null","33","null","0","12","null","null","0","12","null","null","53","57","null","null","0","null","12","null","0","12","null","null","236","169","null","null","13","14","null","null","88","null","92","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","1869","368","null","null","758","null","261","null","615","238","null","null","143","82","null","null","115","78","null","null","0","null","12","null","0","12","null","null","0","12","null","null","28","38","null","null","810","303","null","null","296","164","null","null","490","236","null","null","24","null","38","null","0","12","null","null","0","12","null","null","47","65","null","null","0","null","12","null","13","20","null","null","95","85","null","null","70","79","null","null","76","null","64","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1804","268","null","null","680","null","192","null","574","183","null","null","106","71","null","null","106","71","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","758","167","null","null","224","96","null","null","519","134","null","null","6","null","9","null","9","15","null","null","0","12","null","null","0","12","null","null","10","null","16","null","11","16","null","null","105","52","null","null","0","12","null","null","240","null","109","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1171","181","null","null","448","null","113","null","386","101","null","null","62","52","null","null","62","52","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","437","112","null","null","207","111","null","null","230","85","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","9","11","null","null","102","59","null","null","54","47","null","null","121","null","70","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1298","189","null","null","245","null","109","null","218","100","null","null","27","30","null","null","15","20","null","null","12","null","22","null","0","12","null","null","0","12","null","null","0","12","null","null","686","156","null","null","245","109","null","null","431","91","null","null","10","null","20","null","0","12","null","null","0","12","null","null","4","9","null","null","0","null","12","null","7","11","null","null","264","109","null","null","0","12","null","null","92","null","68","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3804","965","null","null","1933","null","916","null","1708","834","null","null","225","192","null","null","225","192","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","1251","210","null","null","291","138","null","null","930","224","null","null","25","null","22","null","5","8","null","null","0","17","null","null","13","22","null","null","0","null","17","null","143","97","null","null","183","94","null","null","24","38","null","null","257","null","139","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","2065","451","null","null","858","null","191","null","713","160","null","null","145","106","null","null","60","51","null","null","85","null","88","null","0","12","null","null","0","12","null","null","0","12","null","null","863","419","null","null","462","398","null","null","401","154","null","null","0","null","12","null","0","12","null","null","0","12","null","null","21","20","null","null","0","null","12","null","98","60","null","null","136","88","null","null","0","12","null","null","89","null","75","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1720","316","null","null","998","null","250","null","978","241","null","null","20","25","null","null","20","25","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","237","103","null","null","104","66","null","null","117","72","null","null","16","null","19","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","30","27","null","null","85","59","null","null","30","36","null","null","340","null","129","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","4782","502","null","null","1982","null","380","null","1721","395","null","null","261","107","null","null","232","97","null","null","0","null","17","null","29","46","null","null","0","17","null","null","0","17","null","null","1868","346","null","null","278","137","null","null","1479","354","null","null","101","null","92","null","10","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","130","89","null","null","163","84","null","null","51","45","null","null","588","null","257","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","2134","479","null","null","677","null","193","null","575","189","null","null","102","114","null","null","67","104","null","null","0","null","12","null","35","45","null","null","0","12","null","null","0","12","null","null","948","320","null","null","418","202","null","null","431","190","null","null","99","null","116","null","0","12","null","null","0","12","null","null","11","18","null","null","0","null","12","null","71","87","null","null","171","174","null","null","0","12","null","null","256","null","162","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1558","177","null","null","295","null","95","null","234","78","null","null","61","53","null","null","23","25","null","null","38","null","45","null","0","12","null","null","0","12","null","null","0","12","null","null","954","171","null","null","382","142","null","null","470","121","null","null","102","null","81","null","0","12","null","null","0","12","null","null","73","55","null","null","31","null","39","null","23","22","null","null","25","21","null","null","22","22","null","null","135","null","79","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","2003","276","null","null","865","null","170","null","745","176","null","null","120","89","null","null","91","72","null","null","29","null","44","null","0","12","null","null","0","12","null","null","0","12","null","null","924","218","null","null","453","172","null","null","466","147","null","null","5","null","9","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","23","27","null","null","21","34","null","null","0","12","null","null","170","null","101","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","941","119","null","null","316","null","95","null","280","90","null","null","36","30","null","null","36","30","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","508","97","null","null","170","54","null","null","316","95","null","null","22","null","25","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","6","7","null","null","49","28","null","null","0","12","null","null","62","null","33","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1190","254","null","null","514","null","124","null","473","112","null","null","41","51","null","null","41","51","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","417","106","null","null","235","76","null","null","176","86","null","null","6","null","9","null","0","12","null","null","0","12","null","null","8","13","null","null","0","null","12","null","40","57","null","null","28","23","null","null","4","9","null","null","179","null","148","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1667","294","null","null","443","null","120","null","409","114","null","null","34","41","null","null","34","41","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","909","190","null","null","283","129","null","null","607","150","null","null","19","null","28","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","18","28","null","null","57","41","null","null","19","22","null","null","221","null","170","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","1363","276","null","null","382","null","197","null","323","166","null","null","59","57","null","null","59","57","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","726","195","null","null","340","131","null","null","327","142","null","null","41","null","50","null","18","28","null","null","0","12","null","null","17","25","null","null","0","null","12","null","25","28","null","null","31","36","null","null","28","38","null","null","154","null","143","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2774","331","null","null","1293","null","265","null","1048","254","null","null","245","182","null","null","121","88","null","null","124","null","162","null","0","12","null","null","0","12","null","null","0","12","null","null","960","209","null","null","209","130","null","null","696","219","null","null","55","null","48","null","0","12","null","null","0","12","null","null","0","12","null","null","61","null","66","null","45","44","null","null","24","39","null","null","0","12","null","null","391","null","200","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","2023","258","null","null","896","null","158","null","832","160","null","null","64","59","null","null","41","54","null","null","23","null","24","null","0","12","null","null","0","12","null","null","0","12","null","null","593","146","null","null","130","74","null","null","396","124","null","null","67","null","43","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","43","58","null","null","100","65","null","null","34","55","null","null","357","null","163","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2797","354","null","null","1366","null","308","null","1256","305","null","null","110","75","null","null","91","71","null","null","19","null","29","null","0","12","null","null","0","12","null","null","0","12","null","null","936","195","null","null","166","120","null","null","500","146","null","null","270","null","103","null","0","12","null","null","0","12","null","null","0","12","null","null","0","null","12","null","68","45","null","null","102","72","null","null","22","25","null","null","303","null","152","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","3217","408","null","null","946","null","231","null","775","233","null","null","171","92","null","null","127","84","null","null","31","null","46","null","13","21","null","null","0","12","null","null","0","12","null","null","1382","379","null","null","129","94","null","null","1101","355","null","null","152","null","109","null","0","12","null","null","0","12","null","null","12","29","null","null","0","null","12","null","72","49","null","null","13","21","null","null","0","12","null","null","792","null","159","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","3257","614","null","null","1005","null","334","null","825","308","null","null","180","110","null","null","180","110","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","1535","472","null","null","920","435","null","null","601","193","null","null","14","null","29","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","26","29","null","null","512","360","null","null","0","17","null","null","179","null","112","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","4212","692","null","null","1417","null","384","null","1376","384","null","null","41","39","null","null","41","39","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","1853","419","null","null","765","249","null","null","1088","373","null","null","0","null","17","null","0","17","null","null","0","17","null","null","82","81","null","null","0","null","17","null","117","77","null","null","161","89","null","null","33","54","null","null","549","null","352","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3315","462","null","null","1086","null","302","null","1051","301","null","null","35","38","null","null","35","38","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","1459","374","null","null","1027","224","null","null","359","237","null","null","57","null","89","null","16","25","null","null","0","12","null","null","38","61","null","null","0","null","12","null","92","57","null","null","191","95","null","null","9","14","null","null","440","null","141","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","2108","257","null","null","659","null","168","null","529","116","null","null","130","140","null","null","46","40","null","null","0","null","12","null","0","12","null","null","0","12","null","null","84","134","null","null","923","186","null","null","513","155","null","null","410","135","null","null","0","null","12","null","0","12","null","null","0","12","null","null","19","31","null","null","0","null","12","null","122","74","null","null","170","92","null","null","27","39","null","null","188","null","87","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","2472","328","null","null","642","null","225","null","593","205","null","null","49","59","null","null","0","12","null","null","49","null","59","null","0","12","null","null","0","12","null","null","0","12","null","null","1346","296","null","null","711","251","null","null","635","217","null","null","0","null","12","null","0","12","null","null","0","12","null","null","76","88","null","null","0","null","12","null","164","153","null","null","95","75","null","null","60","55","null","null","89","null","63","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","4987","1107","null","null","2311","null","936","null","2175","826","null","null","136","156","null","null","136","156","null","null","0","null","17","null","0","17","null","null","0","17","null","null","0","17","null","null","1858","280","null","null","181","111","null","null","1330","286","null","null","347","null","157","null","0","17","null","null","0","17","null","null","0","17","null","null","0","null","17","null","310","167","null","null","127","134","null","null","16","26","null","null","365","null","189","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1437","248","null","null","393","null","88","null","314","69","null","null","79","50","null","null","75","49","null","null","4","null","6","null","0","12","null","null","0","12","null","null","0","12","null","null","767","204","null","null","69","55","null","null","493","193","null","null","205","null","58","null","0","12","null","null","0","12","null","null","5","8","null","null","0","null","12","null","11","11","null","null","72","39","null","null","4","6","null","null","185","null","78","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1744","291","null","null","502","null","133","null","410","114","null","null","92","59","null","null","92","59","null","null","0","null","12","null","0","12","null","null","0","12","null","null","0","12","null","null","723","144","null","null","122","76","null","null","497","122","null","null","104","null","57","null","0","12","null","null","0","12","null","null","0","12","null","null","10","null","15","null","28","23","null","null","50","31","null","null","37","36","null","null","394","null","247","null",
