"GEO_ID","NAME","B08301_001E","B08301_001M","B08301_001MA","B08301_001EA","B08301_002E","B08301_002M","B08301_002MA","B08301_002EA","B08301_003E","B08301_003EA","B08301_003M","B08301_003MA","B08301_004E","B08301_004EA","B08301_004M","B08301_004MA","B08301_005E","B08301_005EA","B08301_005M","B08301_005MA","B08301_006E","B08301_006M","B08301_006MA","B08301_006EA","B08301_007E","B08301_007M","B08301_007MA","B08301_007EA","B08301_008E","B08301_008M","B08301_008MA","B08301_008EA","B08301_009E","B08301_009EA","B08301_009M","B08301_009MA","B08301_010E","B08301_010EA","B08301_010M","B08301_010MA","B08301_011E","B08301_011EA","B08301_011M","B08301_011MA","B08301_012E","B08301_012M","B08301_012MA","B08301_012EA","B08301_013E","B08301_013M","B08301_013MA","B08301_013EA","B08301_014E","B08301_014M","B08301_014MA","B08301_014EA","B08301_015E","B08301_015EA","B08301_015M","B08301_015MA","B08301_016E","B08301_016EA","B08301_016M","B08301_016MA","B08301_017E","B08301_017M","B08301_017MA","B08301_017EA","B08301_018E","B08301_018M","B08301_018MA","B08301_018EA","B08301_019E","B08301_019M","B08301_019MA","B08301_019EA","B08301_020E","B08301_020EA","B08301_020M","B08301_020MA","B08301_021E","B08301_021EA","B08301_021M","B08301_021MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!Car, truck, or van","Margin of Error!!Total!!Car, truck, or van","Annotation of Margin of Error!!Total!!Car, truck, or van","Annotation of Estimate!!Total!!Car, truck, or van","Estimate!!Total!!Car, truck, or van!!Drove alone","Annotation of Estimate!!Total!!Car, truck, or van!!Drove alone","Margin of Error!!Total!!Car, truck, or van!!Drove alone","Annotation of Margin of Error!!Total!!Car, truck, or van!!Drove alone","Estimate!!Total!!Car, truck, or van!!Carpooled","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled","Margin of Error!!Total!!Car, truck, or van!!Carpooled","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 2-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 3-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 4-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 5- or 6-person carpool","Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Estimate!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Annotation of Margin of Error!!Total!!Car, truck, or van!!Carpooled!!In 7-or-more-person carpool","Estimate!!Total!!Public transportation (excluding taxicab)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)","Margin of Error!!Total!!Public transportation (excluding taxicab)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)","Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Bus or trolley bus","Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Streetcar or trolley car (carro publico in Puerto Rico)","Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Subway or elevated","Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Railroad","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Railroad","Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Estimate!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Annotation of Margin of Error!!Total!!Public transportation (excluding taxicab)!!Ferryboat","Estimate!!Total!!Taxicab","Annotation of Estimate!!Total!!Taxicab","Margin of Error!!Total!!Taxicab","Annotation of Margin of Error!!Total!!Taxicab","Estimate!!Total!!Motorcycle","Margin of Error!!Total!!Motorcycle","Annotation of Margin of Error!!Total!!Motorcycle","Annotation of Estimate!!Total!!Motorcycle","Estimate!!Total!!Bicycle","Margin of Error!!Total!!Bicycle","Annotation of Margin of Error!!Total!!Bicycle","Annotation of Estimate!!Total!!Bicycle","Estimate!!Total!!Walked","Margin of Error!!Total!!Walked","Annotation of Margin of Error!!Total!!Walked","Annotation of Estimate!!Total!!Walked","Estimate!!Total!!Other means","Annotation of Estimate!!Total!!Other means","Margin of Error!!Total!!Other means","Annotation of Margin of Error!!Total!!Other means","Estimate!!Total!!Worked at home","Annotation of Estimate!!Total!!Worked at home","Margin of Error!!Total!!Worked at home","Annotation of Margin of Error!!Total!!Worked at home",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","2247","391","null","null","897","273","null","null","735","null","205","null","162","null","146","null","149","null","144","null","13","20","null","null","0","11","null","null","0","11","null","null","0","null","11","null","871","null","218","null","263","null","136","null","0","11","null","null","561","194","null","null","47","56","null","null","0","null","11","null","0","null","11","null","0","11","null","null","33","38","null","null","129","85","null","null","46","null","66","null","271","null","171","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","3243","484","null","null","1734","272","null","null","1468","null","239","null","266","null","169","null","266","null","169","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1080","null","344","null","505","null","243","null","0","15","null","null","463","167","null","null","112","76","null","null","0","null","15","null","32","null","45","null","19","31","null","null","102","97","null","null","106","63","null","null","0","null","15","null","170","null","94","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","1015","182","null","null","447","129","null","null","421","null","129","null","26","null","26","null","26","null","26","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","434","null","122","null","75","null","67","null","0","11","null","null","279","105","null","null","80","59","null","null","0","null","11","null","0","null","11","null","0","11","null","null","38","39","null","null","4","9","null","null","14","null","23","null","78","null","56","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","2896","323","null","null","1352","293","null","null","935","null","234","null","417","null","228","null","311","null","205","null","61","79","null","null","0","15","null","null","0","15","null","null","45","null","73","null","1226","null","277","null","441","null","192","null","0","15","null","null","689","214","null","null","96","92","null","null","0","null","15","null","0","null","15","null","0","15","null","null","67","42","null","null","64","55","null","null","68","null","90","null","119","null","61","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","2522","371","null","null","718","162","null","null","555","null","157","null","163","null","94","null","124","null","94","null","24","27","null","null","8","15","null","null","0","15","null","null","7","null","13","null","1158","null","260","null","404","null","170","null","0","15","null","null","612","164","null","null","142","90","null","null","0","null","15","null","0","null","15","null","0","15","null","null","51","64","null","null","353","143","null","null","4","null","9","null","238","null","108","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","2174","332","null","null","721","190","null","null","666","null","182","null","55","null","58","null","32","null","50","null","23","35","null","null","0","11","null","null","0","11","null","null","0","null","11","null","1113","null","234","null","451","null","179","null","0","11","null","null","578","178","null","null","84","73","null","null","0","null","11","null","0","null","11","null","0","11","null","null","35","39","null","null","107","77","null","null","36","null","60","null","162","null","121","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","2001","356","null","null","646","156","null","null","475","null","139","null","171","null","78","null","171","null","78","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","981","null","249","null","367","null","143","null","47","73","null","null","493","134","null","null","74","54","null","null","0","null","11","null","27","null","45","null","0","11","null","null","27","22","null","null","256","132","null","null","1","null","4","null","63","null","44","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","1065","211","null","null","454","151","null","null","387","null","131","null","67","null","64","null","67","null","64","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","382","null","134","null","25","null","25","null","0","11","null","null","301","126","null","null","56","47","null","null","0","null","11","null","0","null","11","null","0","11","null","null","27","36","null","null","163","78","null","null","0","null","11","null","39","null","32","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","3709","302","null","null","1426","280","null","null","1236","null","288","null","190","null","159","null","126","null","138","null","42","68","null","null","0","15","null","null","0","15","null","null","22","null","36","null","1686","null","410","null","328","null","153","null","0","15","null","null","1123","315","null","null","235","150","null","null","0","null","15","null","15","null","24","null","0","15","null","null","62","47","null","null","313","158","null","null","75","null","102","null","132","null","110","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","2057","238","null","null","1075","237","null","null","939","null","223","null","136","null","86","null","103","null","82","null","33","32","null","null","0","11","null","null","0","11","null","null","0","null","11","null","580","null","158","null","177","null","102","null","36","55","null","null","133","77","null","null","234","99","null","null","0","null","11","null","23","null","26","null","0","11","null","null","51","53","null","null","160","96","null","null","0","null","11","null","168","null","81","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","2677","387","null","null","1174","234","null","null","955","null","213","null","219","null","99","null","124","null","65","null","57","78","null","null","38","44","null","null","0","15","null","null","0","null","15","null","1009","null","272","null","276","null","163","null","0","15","null","null","575","182","null","null","158","66","null","null","0","null","15","null","38","null","49","null","0","15","null","null","43","30","null","null","287","124","null","null","19","null","23","null","107","null","55","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","1504","288","null","null","1057","248","null","null","906","null","240","null","151","null","78","null","117","null","64","null","0","11","null","null","34","32","null","null","0","11","null","null","0","null","11","null","363","null","139","null","232","null","107","null","10","16","null","null","79","78","null","null","42","41","null","null","0","null","11","null","7","null","13","null","0","11","null","null","18","30","null","null","41","47","null","null","0","null","11","null","18","null","20","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","2792","339","null","null","2148","325","null","null","1744","null","309","null","404","null","175","null","345","null","181","null","21","31","null","null","16","27","null","null","22","36","null","null","0","null","15","null","368","null","221","null","192","null","182","null","0","15","null","null","123","93","null","null","53","51","null","null","0","null","15","null","47","null","54","null","0","15","null","null","7","14","null","null","35","43","null","null","0","null","15","null","187","null","112","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","1831","221","null","null","1438","194","null","null","1213","null","155","null","225","null","113","null","174","null","93","null","9","13","null","null","42","37","null","null","0","15","null","null","0","null","15","null","224","null","95","null","92","null","63","null","0","15","null","null","83","60","null","null","49","38","null","null","0","null","15","null","0","null","15","null","0","15","null","null","0","15","null","null","126","59","null","null","14","null","24","null","29","null","26","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","2104","298","null","null","1473","246","null","null","1239","null","206","null","234","null","110","null","184","null","108","null","50","60","null","null","0","11","null","null","0","11","null","null","0","null","11","null","445","null","197","null","257","null","166","null","0","11","null","null","128","82","null","null","60","46","null","null","0","null","11","null","0","null","11","null","15","24","null","null","71","37","null","null","38","48","null","null","0","null","11","null","62","null","38","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","2134","233","null","null","1470","202","null","null","1300","null","187","null","170","null","85","null","115","null","62","null","48","47","null","null","0","11","null","null","0","11","null","null","7","null","11","null","451","null","141","null","174","null","87","null","0","11","null","null","141","81","null","null","136","93","null","null","0","null","11","null","18","null","20","null","0","11","null","null","23","36","null","null","106","65","null","null","22","null","25","null","44","null","33","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","2247","332","null","null","1399","350","null","null","1205","null","371","null","194","null","114","null","160","null","107","null","12","19","null","null","22","39","null","null","0","15","null","null","0","null","15","null","332","null","176","null","236","null","146","null","0","15","null","null","96","102","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","15","null","null","51","76","null","null","300","159","null","null","40","null","49","null","125","null","102","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","2665","383","null","null","1651","349","null","null","1429","null","307","null","222","null","129","null","209","null","126","null","13","21","null","null","0","15","null","null","0","15","null","null","0","null","15","null","452","null","157","null","390","null","144","null","0","15","null","null","15","25","null","null","47","39","null","null","0","null","15","null","11","null","20","null","0","15","null","null","69","59","null","null","351","223","null","null","27","null","31","null","104","null","54","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","1676","235","null","null","924","195","null","null","819","null","189","null","105","null","59","null","88","null","54","null","0","11","null","null","17","26","null","null","0","11","null","null","0","null","11","null","396","null","144","null","263","null","123","null","0","11","null","null","92","54","null","null","41","42","null","null","0","null","11","null","11","null","21","null","0","11","null","null","73","51","null","null","122","66","null","null","73","null","70","null","77","null","53","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","770","143","null","null","654","140","null","null","570","null","136","null","84","null","42","null","66","null","38","null","6","8","null","null","7","13","null","null","0","11","null","null","5","null","7","null","60","null","29","null","5","null","8","null","0","11","null","null","44","27","null","null","11","10","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","14","12","null","null","0","null","11","null","42","null","27","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","4063","669","null","null","3132","635","null","null","2377","null","497","null","755","null","324","null","411","null","264","null","99","115","null","null","232","222","null","null","13","24","null","null","0","null","15","null","419","null","242","null","294","null","165","null","0","15","null","null","38","54","null","null","87","116","null","null","0","null","15","null","14","null","23","null","0","15","null","null","0","15","null","null","484","171","null","null","0","null","15","null","14","null","22","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","2543","351","null","null","1940","276","null","null","1610","null","267","null","330","null","152","null","176","null","122","null","91","76","null","null","0","11","null","null","63","101","null","null","0","null","11","null","426","null","174","null","280","null","159","null","0","11","null","null","146","80","null","null","0","11","null","null","0","null","11","null","0","null","11","null","0","11","null","null","43","45","null","null","43","43","null","null","38","null","60","null","53","null","67","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","3577","536","null","null","2208","420","null","null","1864","null","366","null","344","null","219","null","168","null","129","null","71","114","null","null","58","96","null","null","47","77","null","null","0","null","15","null","752","null","291","null","564","null","278","null","0","15","null","null","157","104","null","null","31","52","null","null","0","null","15","null","19","null","31","null","0","15","null","null","57","70","null","null","416","233","null","null","51","null","72","null","74","null","102","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","2528","357","null","null","1491","244","null","null","1264","null","232","null","227","null","108","null","194","null","99","null","23","30","null","null","10","18","null","null","0","15","null","null","0","null","15","null","634","null","234","null","421","null","197","null","0","15","null","null","192","143","null","null","21","34","null","null","0","null","15","null","10","null","14","null","0","15","null","null","24","30","null","null","212","199","null","null","30","null","35","null","127","null","105","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","1794","222","null","null","1075","174","null","null","811","null","155","null","264","null","96","null","228","null","90","null","14","17","null","null","8","12","null","null","7","11","null","null","7","null","13","null","584","null","152","null","383","null","125","null","0","11","null","null","159","82","null","null","42","66","null","null","0","null","11","null","14","null","24","null","0","11","null","null","31","28","null","null","42","48","null","null","18","null","23","null","30","null","29","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","1973","247","null","null","516","185","null","null","440","null","151","null","76","null","75","null","76","null","75","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","1210","null","312","null","796","null","287","null","0","11","null","null","293","132","null","null","121","118","null","null","0","null","11","null","36","null","42","null","11","19","null","null","119","92","null","null","15","23","null","null","11","null","18","null","55","null","59","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","1676","213","null","null","676","171","null","null","546","null","147","null","130","null","95","null","125","null","94","null","5","9","null","null","0","11","null","null","0","11","null","null","0","null","11","null","823","null","224","null","260","null","124","null","51","57","null","null","414","140","null","null","98","99","null","null","0","null","11","null","36","null","45","null","0","11","null","null","0","11","null","null","58","48","null","null","23","null","28","null","60","null","50","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","1307","241","null","null","430","156","null","null","233","null","91","null","197","null","118","null","197","null","118","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","641","null","158","null","228","null","85","null","0","11","null","null","390","127","null","null","23","29","null","null","0","null","11","null","9","null","14","null","0","11","null","null","0","11","null","null","158","70","null","null","0","null","11","null","69","null","57","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","1478","309","null","null","398","156","null","null","279","null","139","null","119","null","66","null","103","null","59","null","0","11","null","null","16","21","null","null","0","11","null","null","0","null","11","null","725","null","187","null","255","null","112","null","0","11","null","null","455","154","null","null","15","26","null","null","0","null","11","null","0","null","11","null","0","11","null","null","30","38","null","null","257","100","null","null","0","null","11","null","68","null","49","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","3043","323","null","null","1444","269","null","null","1235","null","250","null","209","null","99","null","200","null","98","null","9","14","null","null","0","11","null","null","0","11","null","null","0","null","11","null","1138","null","222","null","292","null","192","null","0","11","null","null","823","185","null","null","23","27","null","null","0","null","11","null","0","null","11","null","0","11","null","null","74","54","null","null","85","68","null","null","85","null","72","null","217","null","101","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","1768","232","null","null","1138","237","null","null","917","null","225","null","221","null","87","null","155","null","93","null","66","60","null","null","0","11","null","null","0","11","null","null","0","null","11","null","406","null","118","null","210","null","101","null","0","11","null","null","196","100","null","null","0","11","null","null","0","null","11","null","0","null","11","null","12","20","null","null","41","61","null","null","144","80","null","null","9","null","13","null","18","null","15","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","1328","127","null","null","589","120","null","null","531","null","110","null","58","null","40","null","58","null","40","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","510","null","111","null","243","null","116","null","0","11","null","null","210","80","null","null","57","33","null","null","0","null","11","null","7","null","12","null","0","11","null","null","35","22","null","null","86","53","null","null","0","null","11","null","101","null","53","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","4062","389","null","null","1732","309","null","null","1434","null","285","null","298","null","148","null","236","null","141","null","62","61","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1723","null","251","null","340","null","108","null","29","49","null","null","1160","202","null","null","194","131","null","null","0","null","15","null","18","null","30","null","0","15","null","null","81","51","null","null","181","81","null","null","24","null","26","null","303","null","138","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","2128","306","null","null","839","242","null","null","827","null","244","null","12","null","19","null","12","null","19","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","1139","null","257","null","489","null","221","null","12","20","null","null","638","218","null","null","0","11","null","null","0","null","11","null","13","null","22","null","0","11","null","null","0","11","null","null","28","32","null","null","81","null","107","null","28","null","32","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","1014","144","null","null","329","108","null","null","184","null","65","null","145","null","94","null","145","null","94","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","555","null","128","null","322","null","108","null","0","11","null","null","233","79","null","null","0","11","null","null","0","null","11","null","17","null","26","null","0","11","null","null","21","20","null","null","49","31","null","null","27","null","32","null","16","null","18","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","1716","174","null","null","649","152","null","null","566","null","163","null","83","null","63","null","83","null","63","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","909","null","186","null","507","null","128","null","0","11","null","null","361","161","null","null","41","35","null","null","0","null","11","null","0","null","11","null","0","11","null","null","25","29","null","null","46","51","null","null","0","null","11","null","87","null","55","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","901","96","null","null","204","77","null","null","142","null","62","null","62","null","57","null","62","null","57","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","640","null","100","null","232","null","70","null","0","11","null","null","368","90","null","null","40","41","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","26","28","null","null","11","null","10","null","20","null","19","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","684","135","null","null","374","97","null","null","359","null","100","null","15","null","24","null","15","null","24","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","257","null","95","null","150","null","84","null","0","11","null","null","70","45","null","null","37","38","null","null","0","null","11","null","0","null","11","null","0","11","null","null","0","11","null","null","6","10","null","null","0","null","11","null","47","null","34","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","1559","191","null","null","511","152","null","null","419","null","116","null","92","null","96","null","85","null","94","null","0","11","null","null","0","11","null","null","7","13","null","null","0","null","11","null","740","null","178","null","381","null","142","null","0","11","null","null","348","121","null","null","11","17","null","null","0","null","11","null","0","null","11","null","0","11","null","null","17","20","null","null","68","48","null","null","10","null","15","null","213","null","131","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","2071","286","null","null","898","258","null","null","803","null","235","null","95","null","135","null","95","null","135","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","1040","null","199","null","488","null","165","null","27","34","null","null","486","174","null","null","39","41","null","null","0","null","11","null","0","null","11","null","0","11","null","null","38","30","null","null","41","39","null","null","0","null","11","null","54","null","48","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","2237","335","null","null","1135","249","null","null","995","null","215","null","140","null","88","null","140","null","88","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","625","null","213","null","205","null","138","null","0","11","null","null","411","165","null","null","9","20","null","null","0","null","11","null","10","null","17","null","11","17","null","null","70","82","null","null","101","60","null","null","34","null","40","null","251","null","128","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","2165","332","null","null","855","175","null","null","779","null","165","null","76","null","66","null","76","null","66","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","738","null","198","null","268","null","174","null","0","11","null","null","412","210","null","null","58","45","null","null","0","null","11","null","0","null","11","null","0","11","null","null","9","14","null","null","262","118","null","null","0","null","11","null","301","null","159","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","2576","286","null","null","1196","206","null","null","1003","null","173","null","193","null","101","null","155","null","105","null","24","39","null","null","14","23","null","null","0","11","null","null","0","null","11","null","911","null","221","null","253","null","107","null","0","11","null","null","451","153","null","null","207","86","null","null","0","null","11","null","0","null","11","null","14","23","null","null","107","63","null","null","107","61","null","null","30","null","49","null","211","null","85","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","3119","275","null","null","1083","255","null","null","899","null","206","null","184","null","94","null","77","null","42","null","82","44","null","null","0","11","null","null","0","11","null","null","25","null","39","null","1443","null","251","null","280","null","168","null","0","11","null","null","1058","207","null","null","105","48","null","null","0","null","11","null","0","null","11","null","0","11","null","null","134","80","null","null","171","94","null","null","30","null","35","null","258","null","114","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","2578","530","null","null","1142","347","null","null","1039","null","308","null","103","null","85","null","87","null","80","null","0","15","null","null","16","25","null","null","0","15","null","null","0","null","15","null","1160","null","356","null","169","null","96","null","15","27","null","null","888","351","null","null","88","76","null","null","0","null","15","null","17","null","27","null","0","15","null","null","44","54","null","null","125","100","null","null","10","null","19","null","80","null","71","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","3726","349","null","null","1205","288","null","null","1147","null","274","null","58","null","51","null","58","null","51","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1842","null","305","null","1261","null","258","null","0","15","null","null","528","207","null","null","53","70","null","null","0","null","15","null","37","null","36","null","32","35","null","null","90","86","null","null","197","108","null","null","88","null","86","null","235","null","105","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","3557","311","null","null","1514","267","null","null","1431","null","250","null","83","null","62","null","83","null","62","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1546","null","279","null","1233","null","281","null","0","15","null","null","282","127","null","null","31","33","null","null","0","null","15","null","27","null","31","null","0","15","null","null","60","49","null","null","57","47","null","null","43","null","40","null","310","null","149","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","1530","231","null","null","510","153","null","null","402","null","119","null","108","null","76","null","85","null","57","null","15","33","null","null","0","11","null","null","8","17","null","null","0","null","11","null","735","null","158","null","538","null","136","null","0","11","null","null","182","88","null","null","15","13","null","null","0","null","11","null","11","null","18","null","0","11","null","null","31","33","null","null","94","69","null","null","8","null","12","null","141","null","91","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","1910","312","null","null","511","150","null","null","485","null","148","null","26","null","39","null","26","null","39","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","973","null","269","null","613","null","242","null","0","11","null","null","360","201","null","null","0","11","null","null","0","null","11","null","45","null","52","null","0","11","null","null","103","85","null","null","17","29","null","null","88","null","80","null","173","null","99","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","3716","405","null","null","1436","284","null","null","1112","null","260","null","324","null","128","null","321","null","129","null","3","22","null","null","0","15","null","null","0","15","null","null","0","null","15","null","1519","null","250","null","492","null","193","null","0","15","null","null","974","226","null","null","53","54","null","null","0","null","15","null","0","null","15","null","15","24","null","null","146","78","null","null","122","99","null","null","67","null","64","null","411","null","172","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1208","101","null","null","533","95","null","null","455","null","81","null","78","null","50","null","62","null","45","null","16","18","null","null","0","11","null","null","0","11","null","null","0","null","11","null","581","null","109","null","160","null","64","null","0","11","null","null","299","86","null","null","122","44","null","null","0","null","11","null","0","null","11","null","0","11","null","null","12","14","null","null","22","18","null","null","11","null","12","null","49","null","26","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","1490","147","null","null","667","170","null","null","611","null","175","null","56","null","39","null","56","null","39","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null","642","null","133","null","237","null","110","null","0","11","null","null","321","95","null","null","84","49","null","null","0","null","11","null","6","null","9","null","0","11","null","null","57","45","null","null","32","30","null","null","12","null","17","null","74","null","56","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","4018","512","null","null","1520","355","null","null","1314","null","352","null","206","null","166","null","195","null","165","null","0","15","null","null","11","19","null","null","0","15","null","null","0","null","15","null","1815","null","335","null","1167","null","291","null","0","15","null","null","648","208","null","null","0","15","null","null","0","null","15","null","0","null","15","null","0","15","null","null","356","221","null","null","109","87","null","null","27","null","42","null","191","null","129","null",
