"GEO_ID","NAME","B02001_001E","B02001_001M","B02001_001MA","B02001_001EA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003M","B02001_003MA","B02001_003EA","B02001_004E","B02001_004M","B02001_004MA","B02001_004EA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006M","B02001_006MA","B02001_006EA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008M","B02001_008MA","B02001_008EA","B02001_009E","B02001_009M","B02001_009MA","B02001_009EA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Annotation of Estimate!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031241000","Census Tract 2410, Cook County, Illinois","2036","257","null","null","1098","241","null","null","644","197","null","null","0","11","null","null","0","null","11","null","0","11","null","null","268","123","null","null","26","23","null","null","14","20","null","null","12","null","15","null",
"1400000US17031241100","Census Tract 2411, Cook County, Illinois","4015","319","null","null","2430","545","null","null","320","166","null","null","0","11","null","null","139","null","93","null","0","11","null","null","875","640","null","null","251","155","null","null","119","131","null","null","132","null","96","null",
"1400000US17031241200","Census Tract 2412, Cook County, Illinois","1952","254","null","null","1462","259","null","null","134","99","null","null","0","11","null","null","180","null","124","null","0","11","null","null","144","53","null","null","32","23","null","null","6","9","null","null","26","null","20","null",
"1400000US17031241300","Census Tract 2413, Cook County, Illinois","1878","280","null","null","1439","228","null","null","243","188","null","null","0","11","null","null","33","null","38","null","0","11","null","null","153","122","null","null","10","11","null","null","0","11","null","null","10","null","11","null",
"1400000US17031241400","Census Tract 2414, Cook County, Illinois","5238","512","null","null","3680","547","null","null","706","416","null","null","0","15","null","null","364","null","155","null","0","15","null","null","119","83","null","null","369","275","null","null","135","188","null","null","234","null","188","null",
"1400000US17031241500","Census Tract 2415, Cook County, Illinois","2881","300","null","null","2428","283","null","null","80","80","null","null","0","11","null","null","139","null","65","null","0","11","null","null","152","217","null","null","82","54","null","null","0","11","null","null","82","null","54","null",
"1400000US17031241600","Census Tract 2416, Cook County, Illinois","3438","283","null","null","2675","284","null","null","132","71","null","null","0","11","null","null","318","null","147","null","0","11","null","null","206","129","null","null","107","79","null","null","40","47","null","null","67","null","45","null",
"1400000US17031242000","Census Tract 2420, Cook County, Illinois","4786","828","null","null","3020","473","null","null","624","206","null","null","0","11","null","null","91","null","60","null","0","11","null","null","817","728","null","null","234","125","null","null","44","44","null","null","190","null","122","null",
"1400000US17031242100","Census Tract 2421, Cook County, Illinois","3311","324","null","null","2690","258","null","null","103","113","null","null","11","17","null","null","75","null","49","null","0","11","null","null","324","202","null","null","108","79","null","null","23","39","null","null","85","null","70","null",
"1400000US17031242200","Census Tract 2422, Cook County, Illinois","3875","459","null","null","3311","513","null","null","211","150","null","null","29","32","null","null","111","null","62","null","0","11","null","null","145","150","null","null","68","68","null","null","0","11","null","null","68","null","68","null",
"1400000US17031242300","Census Tract 2423, Cook County, Illinois","3003","304","null","null","2633","339","null","null","108","82","null","null","26","48","null","null","62","null","46","null","0","11","null","null","129","103","null","null","45","36","null","null","0","11","null","null","45","null","36","null",
"1400000US17031242400","Census Tract 2424, Cook County, Illinois","2926","236","null","null","2591","260","null","null","56","62","null","null","0","11","null","null","120","null","86","null","0","11","null","null","128","126","null","null","31","48","null","null","0","11","null","null","31","null","48","null",
"1400000US17031242500","Census Tract 2425, Cook County, Illinois","3928","370","null","null","2962","495","null","null","130","99","null","null","0","11","null","null","96","null","77","null","0","11","null","null","564","268","null","null","176","124","null","null","98","102","null","null","78","null","71","null",
"1400000US17031242600","Census Tract 2426, Cook County, Illinois","5999","904","null","null","3596","639","null","null","876","388","null","null","81","130","null","null","137","null","111","null","0","15","null","null","1057","606","null","null","252","169","null","null","21","39","null","null","231","null","165","null",
"1400000US17031242700","Census Tract 2427, Cook County, Illinois","1689","243","null","null","817","186","null","null","471","172","null","null","0","11","null","null","7","null","11","null","0","11","null","null","297","128","null","null","97","75","null","null","26","31","null","null","71","null","65","null",
"1400000US17031242800","Census Tract 2428, Cook County, Illinois","1515","229","null","null","1329","200","null","null","5","13","null","null","0","11","null","null","48","null","58","null","0","11","null","null","133","152","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031242900","Census Tract 2429, Cook County, Illinois","1818","208","null","null","1278","179","null","null","102","90","null","null","0","11","null","null","39","null","29","null","0","11","null","null","293","204","null","null","106","63","null","null","68","59","null","null","38","null","27","null",
"1400000US17031243000","Census Tract 2430, Cook County, Illinois","2398","337","null","null","2090","335","null","null","0","11","null","null","0","11","null","null","51","null","48","null","0","11","null","null","257","196","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031243100","Census Tract 2431, Cook County, Illinois","2594","402","null","null","1816","312","null","null","202","177","null","null","19","29","null","null","34","null","27","null","0","11","null","null","518","350","null","null","5","8","null","null","0","11","null","null","5","null","8","null",
"1400000US17031243200","Census Tract 2432, Cook County, Illinois","2190","266","null","null","1782","261","null","null","24","22","null","null","0","11","null","null","38","null","22","null","0","11","null","null","276","198","null","null","70","58","null","null","35","53","null","null","35","null","26","null",
"1400000US17031243300","Census Tract 2433, Cook County, Illinois","2353","223","null","null","1944","240","null","null","79","71","null","null","28","42","null","null","119","null","86","null","0","11","null","null","171","107","null","null","12","20","null","null","0","11","null","null","12","null","20","null",
"1400000US17031243400","Census Tract 2434, Cook County, Illinois","2955","367","null","null","2063","369","null","null","185","127","null","null","16","26","null","null","180","null","129","null","0","11","null","null","455","218","null","null","56","50","null","null","15","18","null","null","41","null","47","null",
"1400000US17031243500","Census Tract 2435, Cook County, Illinois","3198","270","null","null","2426","275","null","null","392","209","null","null","0","11","null","null","264","null","136","null","0","11","null","null","18","29","null","null","98","69","null","null","0","11","null","null","98","null","69","null",
"1400000US17031250200","Census Tract 2502, Cook County, Illinois","2968","410","null","null","499","213","null","null","1852","396","null","null","0","11","null","null","24","null","25","null","0","11","null","null","584","243","null","null","9","14","null","null","0","11","null","null","9","null","14","null",
"1400000US17031250300","Census Tract 2503, Cook County, Illinois","4775","435","null","null","238","149","null","null","3460","391","null","null","0","11","null","null","72","null","96","null","22","34","null","null","919","407","null","null","64","75","null","null","0","11","null","null","64","null","75","null",
"1400000US17031250400","Census Tract 2504, Cook County, Illinois","5963","722","null","null","215","145","null","null","4829","616","null","null","0","15","null","null","9","null","17","null","0","15","null","null","805","554","null","null","105","168","null","null","105","168","null","null","0","null","15","null",
"1400000US17031250500","Census Tract 2505, Cook County, Illinois","7663","526","null","null","3992","662","null","null","2619","465","null","null","0","15","null","null","214","null","187","null","0","15","null","null","626","385","null","null","212","157","null","null","14","23","null","null","198","null","155","null",
"1400000US17031250600","Census Tract 2506, Cook County, Illinois","4450","418","null","null","96","96","null","null","4076","418","null","null","0","11","null","null","0","null","11","null","0","11","null","null","256","201","null","null","22","36","null","null","0","11","null","null","22","null","36","null",
"1400000US17031250700","Census Tract 2507, Cook County, Illinois","5813","769","null","null","25","40","null","null","5610","815","null","null","0","15","null","null","20","null","31","null","0","15","null","null","158","216","null","null","0","15","null","null","0","15","null","null","0","null","15","null",
"1400000US17031250800","Census Tract 2508, Cook County, Illinois","2438","290","null","null","152","133","null","null","1873","251","null","null","0","11","null","null","41","null","60","null","0","11","null","null","348","296","null","null","24","37","null","null","6","12","null","null","18","null","25","null",
"1400000US17031251000","Census Tract 2510, Cook County, Illinois","1284","183","null","null","149","198","null","null","1119","183","null","null","0","11","null","null","0","null","11","null","0","11","null","null","16","23","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031251100","Census Tract 2511, Cook County, Illinois","4346","483","null","null","145","141","null","null","3764","520","null","null","0","11","null","null","19","null","29","null","0","11","null","null","350","279","null","null","68","97","null","null","17","25","null","null","51","null","85","null",
"1400000US17031251200","Census Tract 2512, Cook County, Illinois","4375","650","null","null","139","113","null","null","4078","697","null","null","99","160","null","null","0","null","11","null","0","11","null","null","43","66","null","null","16","24","null","null","0","11","null","null","16","null","24","null",
"1400000US17031251300","Census Tract 2513, Cook County, Illinois","4735","570","null","null","174","122","null","null","4386","533","null","null","0","11","null","null","0","null","11","null","0","11","null","null","156","124","null","null","19","21","null","null","10","16","null","null","9","null","14","null",
"1400000US17031251400","Census Tract 2514, Cook County, Illinois","4347","630","null","null","184","95","null","null","4115","638","null","null","8","12","null","null","14","null","40","null","0","11","null","null","18","19","null","null","8","13","null","null","0","11","null","null","8","null","13","null",
"1400000US17031251500","Census Tract 2515, Cook County, Illinois","4084","577","null","null","151","141","null","null","3821","536","null","null","0","11","null","null","0","null","11","null","0","11","null","null","78","107","null","null","34","53","null","null","34","53","null","null","0","null","11","null",
"1400000US17031251600","Census Tract 2516, Cook County, Illinois","3689","588","null","null","85","76","null","null","3352","560","null","null","15","25","null","null","0","null","11","null","0","11","null","null","148","215","null","null","89","127","null","null","0","11","null","null","89","null","127","null",
"1400000US17031251700","Census Tract 2517, Cook County, Illinois","1805","331","null","null","78","84","null","null","1433","347","null","null","24","37","null","null","12","null","20","null","36","53","null","null","222","149","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031251800","Census Tract 2518, Cook County, Illinois","5069","699","null","null","37","45","null","null","5009","706","null","null","23","36","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031251900","Census Tract 2519, Cook County, Illinois","5999","774","null","null","81","92","null","null","5735","742","null","null","33","46","null","null","0","null","15","null","0","15","null","null","150","132","null","null","0","15","null","null","0","15","null","null","0","null","15","null",
"1400000US17031252000","Census Tract 2520, Cook County, Illinois","6368","780","null","null","246","147","null","null","6117","756","null","null","0","15","null","null","0","null","15","null","0","15","null","null","0","15","null","null","5","13","null","null","0","15","null","null","5","null","13","null",
"1400000US17031252101","Census Tract 2521.01, Cook County, Illinois","1787","391","null","null","19","21","null","null","1654","409","null","null","0","11","null","null","0","null","11","null","0","11","null","null","68","77","null","null","46","37","null","null","0","11","null","null","46","null","37","null",
"1400000US17031252102","Census Tract 2521.02, Cook County, Illinois","5888","882","null","null","0","15","null","null","5888","882","null","null","0","15","null","null","0","null","15","null","0","15","null","null","0","15","null","null","0","15","null","null","0","15","null","null","0","null","15","null",
"1400000US17031252201","Census Tract 2522.01, Cook County, Illinois","3007","505","null","null","112","67","null","null","2885","472","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","10","15","null","null","0","11","null","null","10","null","15","null",
"1400000US17031252202","Census Tract 2522.02, Cook County, Illinois","4871","566","null","null","68","55","null","null","4779","558","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","24","38","null","null","24","38","null","null","0","null","11","null",
"1400000US17031260100","Census Tract 2601, Cook County, Illinois","1047","243","null","null","86","77","null","null","953","222","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","8","12","null","null","0","11","null","null","8","null","12","null",
"1400000US17031260200","Census Tract 2602, Cook County, Illinois","1266","221","null","null","28","33","null","null","1238","222","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031260300","Census Tract 2603, Cook County, Illinois","1483","248","null","null","27","24","null","null","1391","237","null","null","0","11","null","null","0","null","11","null","0","11","null","null","47","74","null","null","18","44","null","null","0","11","null","null","18","null","44","null",
"1400000US17031260400","Census Tract 2604, Cook County, Illinois","1567","441","null","null","14","21","null","null","1551","449","null","null","0","11","null","null","1","null","3","null","0","11","null","null","1","3","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031260500","Census Tract 2605, Cook County, Illinois","1837","300","null","null","7","4","null","null","1769","294","null","null","0","11","null","null","1","null","2","null","0","11","null","null","60","95","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031260600","Census Tract 2606, Cook County, Illinois","2592","397","null","null","85","94","null","null","2482","395","null","null","0","11","null","null","25","null","43","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031260700","Census Tract 2607, Cook County, Illinois","2147","307","null","null","25","36","null","null","1917","320","null","null","7","11","null","null","17","null","27","null","0","11","null","null","166","149","null","null","15","25","null","null","0","11","null","null","15","null","25","null",
"1400000US17031260800","Census Tract 2608, Cook County, Illinois","2494","405","null","null","16","24","null","null","2473","409","null","null","0","11","null","null","5","null","8","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031260900","Census Tract 2609, Cook County, Illinois","1858","330","null","null","89","80","null","null","1752","333","null","null","17","25","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031261000","Census Tract 2610, Cook County, Illinois","2594","428","null","null","0","11","null","null","2584","423","null","null","0","11","null","null","0","null","11","null","0","11","null","null","10","15","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031270500","Census Tract 2705, Cook County, Illinois","1929","259","null","null","88","94","null","null","1782","266","null","null","16","24","null","null","0","null","11","null","0","11","null","null","0","11","null","null","43","35","null","null","0","11","null","null","43","null","35","null",
"1400000US17031271200","Census Tract 2712, Cook County, Illinois","1104","237","null","null","10","22","null","null","1071","241","null","null","0","11","null","null","0","null","11","null","0","11","null","null","11","23","null","null","12","18","null","null","12","18","null","null","0","null","11","null",
"1400000US17031271300","Census Tract 2713, Cook County, Illinois","1169","206","null","null","9","12","null","null","1156","206","null","null","0","11","null","null","0","null","11","null","0","11","null","null","4","5","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031271400","Census Tract 2714, Cook County, Illinois","1151","214","null","null","40","37","null","null","1111","220","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031271500","Census Tract 2715, Cook County, Illinois","1286","231","null","null","20","30","null","null","1239","224","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","27","26","null","null","10","16","null","null","17","null","19","null",
"1400000US17031271800","Census Tract 2718, Cook County, Illinois","1230","303","null","null","11","13","null","null","1219","303","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031280100","Census Tract 2801, Cook County, Illinois","6524","537","null","null","5383","464","null","null","257","200","null","null","20","33","null","null","761","null","248","null","0","15","null","null","69","82","null","null","34","37","null","null","0","15","null","null","34","null","37","null",
"1400000US17031280400","Census Tract 2804, Cook County, Illinois","1366","226","null","null","57","61","null","null","1271","231","null","null","0","11","null","null","26","null","24","null","0","11","null","null","4","8","null","null","8","11","null","null","0","11","null","null","8","null","11","null",
"1400000US17031280800","Census Tract 2808, Cook County, Illinois","850","176","null","null","100","70","null","null","724","171","null","null","0","11","null","null","0","null","11","null","0","11","null","null","11","14","null","null","15","20","null","null","0","11","null","null","15","null","20","null",
"1400000US17031280900","Census Tract 2809, Cook County, Illinois","790","174","null","null","63","40","null","null","677","174","null","null","0","11","null","null","4","null","6","null","0","11","null","null","25","28","null","null","21","21","null","null","15","17","null","null","6","null","12","null",
"1400000US17031281900","Census Tract 2819, Cook County, Illinois","4820","600","null","null","2405","402","null","null","317","209","null","null","0","11","null","null","1937","null","561","null","0","11","null","null","0","11","null","null","161","81","null","null","0","11","null","null","161","null","81","null",
"1400000US17031282700","Census Tract 2827, Cook County, Illinois","2402","323","null","null","928","316","null","null","1159","356","null","null","0","11","null","null","153","null","81","null","0","11","null","null","123","107","null","null","39","43","null","null","7","11","null","null","32","null","37","null",
"1400000US17031282800","Census Tract 2828, Cook County, Illinois","1565","189","null","null","819","132","null","null","314","146","null","null","0","11","null","null","240","null","147","null","0","11","null","null","147","100","null","null","45","33","null","null","0","11","null","null","45","null","33","null",
"1400000US17031283100","Census Tract 2831, Cook County, Illinois","2758","354","null","null","792","159","null","null","1241","334","null","null","0","11","null","null","634","null","235","null","11","18","null","null","19","30","null","null","61","75","null","null","0","11","null","null","61","null","75","null",
"1400000US17031283200","Census Tract 2832, Cook County, Illinois","1481","216","null","null","583","176","null","null","576","157","null","null","15","23","null","null","245","null","98","null","0","11","null","null","17","24","null","null","45","39","null","null","23","33","null","null","22","null","21","null",
"1400000US17031283800","Census Tract 2838, Cook County, Illinois","3367","300","null","null","1039","166","null","null","1650","347","null","null","0","11","null","null","502","null","221","null","0","11","null","null","86","66","null","null","90","58","null","null","10","16","null","null","80","null","56","null",
"1400000US17031290900","Census Tract 2909, Cook County, Illinois","3449","533","null","null","33","55","null","null","3372","526","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","44","53","null","null","0","11","null","null","44","null","53","null",
"1400000US17031291200","Census Tract 2912, Cook County, Illinois","2368","488","null","null","29","29","null","null","2337","490","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","2","6","null","null","0","11","null","null","2","null","6","null",
"1400000US17031291600","Census Tract 2916, Cook County, Illinois","804","149","null","null","293","116","null","null","167","77","null","null","0","11","null","null","3","null","5","null","0","11","null","null","341","150","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031292200","Census Tract 2922, Cook County, Illinois","2866","416","null","null","148","142","null","null","2687","391","null","null","8","13","null","null","0","null","11","null","0","11","null","null","0","11","null","null","23","28","null","null","0","11","null","null","23","null","28","null",
"1400000US17031292400","Census Tract 2924, Cook County, Illinois","2124","378","null","null","160","113","null","null","1958","381","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","6","9","null","null","0","11","null","null","6","null","9","null",
"1400000US17031292500","Census Tract 2925, Cook County, Illinois","4276","560","null","null","66","63","null","null","4192","570","null","null","0","11","null","null","0","null","11","null","0","11","null","null","18","30","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031300500","Census Tract 3005, Cook County, Illinois","3015","426","null","null","2015","411","null","null","119","82","null","null","0","11","null","null","18","null","27","null","0","11","null","null","838","338","null","null","25","28","null","null","13","20","null","null","12","null","19","null",
"1400000US17031300600","Census Tract 3006, Cook County, Illinois","3398","427","null","null","2007","491","null","null","431","134","null","null","17","23","null","null","3","null","6","null","0","11","null","null","883","295","null","null","57","70","null","null","41","66","null","null","16","null","19","null",
"1400000US17031300700","Census Tract 3007, Cook County, Illinois","4694","641","null","null","3322","668","null","null","40","62","null","null","43","54","null","null","0","null","11","null","0","11","null","null","1279","464","null","null","10","15","null","null","10","15","null","null","0","null","11","null",
"1400000US17031300800","Census Tract 3008, Cook County, Illinois","4674","765","null","null","2982","803","null","null","17","25","null","null","0","11","null","null","0","null","11","null","0","11","null","null","1646","535","null","null","29","50","null","null","29","50","null","null","0","null","11","null",
"1400000US17031300900","Census Tract 3009, Cook County, Illinois","3963","502","null","null","2935","598","null","null","94","90","null","null","11","18","null","null","1","null","2","null","0","11","null","null","844","422","null","null","78","103","null","null","0","11","null","null","78","null","103","null",
"1400000US17031301100","Census Tract 3011, Cook County, Illinois","3182","346","null","null","1858","370","null","null","96","116","null","null","32","31","null","null","0","null","11","null","0","11","null","null","1189","395","null","null","7","10","null","null","0","11","null","null","7","null","10","null",
"1400000US17031301200","Census Tract 3012, Cook County, Illinois","3518","482","null","null","2077","467","null","null","268","231","null","null","135","126","null","null","57","null","87","null","0","11","null","null","960","439","null","null","21","34","null","null","0","11","null","null","21","null","34","null",
"1400000US17031301600","Census Tract 3016, Cook County, Illinois","4513","601","null","null","3243","671","null","null","92","162","null","null","0","11","null","null","2","null","4","null","0","11","null","null","1150","434","null","null","26","30","null","null","18","28","null","null","8","null","12","null",
"1400000US17031301701","Census Tract 3017.01, Cook County, Illinois","3744","496","null","null","3353","503","null","null","2","4","null","null","0","11","null","null","0","null","11","null","0","11","null","null","389","265","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031301702","Census Tract 3017.02, Cook County, Illinois","3694","430","null","null","2771","471","null","null","0","11","null","null","0","11","null","null","0","null","11","null","0","11","null","null","923","425","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031301801","Census Tract 3018.01, Cook County, Illinois","4246","618","null","null","3221","666","null","null","281","318","null","null","0","11","null","null","0","null","11","null","0","11","null","null","744","479","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031301802","Census Tract 3018.02, Cook County, Illinois","2897","496","null","null","1960","461","null","null","13","19","null","null","15","26","null","null","0","null","11","null","0","11","null","null","878","515","null","null","31","30","null","null","16","26","null","null","15","null","17","null",
"1400000US17031301803","Census Tract 3018.03, Cook County, Illinois","5054","609","null","null","3114","622","null","null","115","182","null","null","0","11","null","null","12","null","22","null","0","11","null","null","1687","500","null","null","126","146","null","null","66","80","null","null","60","null","94","null",
"1400000US17031310200","Census Tract 3102, Cook County, Illinois","1526","184","null","null","1044","161","null","null","46","38","null","null","0","11","null","null","66","null","74","null","0","11","null","null","314","158","null","null","56","35","null","null","24","26","null","null","32","null","41","null",
"1400000US17031310300","Census Tract 3103, Cook County, Illinois","1493","209","null","null","692","137","null","null","85","67","null","null","4","6","null","null","147","null","100","null","0","11","null","null","483","174","null","null","82","49","null","null","30","21","null","null","52","null","44","null",
"1400000US17031310400","Census Tract 3104, Cook County, Illinois","1426","176","null","null","933","168","null","null","87","83","null","null","0","11","null","null","35","null","28","null","0","11","null","null","356","162","null","null","15","15","null","null","0","11","null","null","15","null","15","null",
"1400000US17031310500","Census Tract 3105, Cook County, Illinois","1722","327","null","null","927","304","null","null","6","9","null","null","2","4","null","null","3","null","5","null","0","11","null","null","750","323","null","null","34","39","null","null","24","36","null","null","10","null","16","null",
"1400000US17031310600","Census Tract 3106, Cook County, Illinois","5141","823","null","null","2731","896","null","null","442","205","null","null","0","15","null","null","64","null","84","null","0","15","null","null","1759","664","null","null","145","128","null","null","44","51","null","null","101","null","114","null",
"1400000US17031310700","Census Tract 3107, Cook County, Illinois","1241","241","null","null","767","208","null","null","62","57","null","null","0","11","null","null","18","null","28","null","0","11","null","null","389","191","null","null","5","8","null","null","0","11","null","null","5","null","8","null",
"1400000US17031310800","Census Tract 3108, Cook County, Illinois","4734","565","null","null","2727","632","null","null","50","43","null","null","9","15","null","null","0","null","11","null","0","11","null","null","1838","528","null","null","110","81","null","null","77","70","null","null","33","null","52","null",
"1400000US17031310900","Census Tract 3109, Cook County, Illinois","5065","584","null","null","3063","539","null","null","106","80","null","null","0","11","null","null","18","null","20","null","0","11","null","null","1836","469","null","null","42","33","null","null","0","11","null","null","42","null","33","null",
"1400000US17031320100","Census Tract 3201, Cook County, Illinois","10534","987","null","null","7716","993","null","null","814","452","null","null","74","88","null","null","1614","null","487","null","0","15","null","null","154","148","null","null","162","129","null","null","56","91","null","null","106","null","92","null",
"1400000US17031320400","Census Tract 3204, Cook County, Illinois","2523","359","null","null","1647","291","null","null","387","153","null","null","0","11","null","null","351","null","117","null","12","24","null","null","41","49","null","null","85","104","null","null","40","66","null","null","45","null","48","null",
"1400000US17031320600","Census Tract 3206, Cook County, Illinois","4451","439","null","null","2669","370","null","null","789","397","null","null","9","20","null","null","800","null","226","null","0","11","null","null","88","116","null","null","96","81","null","null","0","11","null","null","96","null","81","null",
"1400000US17031330100","Census Tract 3301, Cook County, Illinois","17582","1537","null","null","8764","1041","null","null","4098","976","null","null","0","17","null","null","3463","null","929","null","0","17","null","null","507","301","null","null","750","364","null","null","235","212","null","null","515","null","304","null",
"1400000US17031330200","Census Tract 3302, Cook County, Illinois","3756","280","null","null","1802","226","null","null","1121","192","null","null","25","41","null","null","623","null","131","null","0","11","null","null","16","26","null","null","169","123","null","null","52","66","null","null","117","null","104","null",
"1400000US17031340300","Census Tract 3403, Cook County, Illinois","1734","235","null","null","350","147","null","null","20","21","null","null","0","11","null","null","1315","null","238","null","0","11","null","null","0","11","null","null","49","37","null","null","0","11","null","null","49","null","37","null",
"1400000US17031340400","Census Tract 3404, Cook County, Illinois","1740","246","null","null","225","142","null","null","2","3","null","null","0","11","null","null","1305","null","234","null","65","103","null","null","62","98","null","null","81","80","null","null","52","73","null","null","29","null","38","null",
"1400000US17031340500","Census Tract 3405, Cook County, Illinois","1688","171","null","null","997","185","null","null","147","52","null","null","4","6","null","null","439","null","139","null","0","11","null","null","101","78","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
"1400000US17031340600","Census Tract 3406, Cook County, Illinois","1066","199","null","null","3","5","null","null","1043","197","null","null","0","11","null","null","0","null","11","null","0","11","null","null","0","11","null","null","20","28","null","null","0","11","null","null","20","null","28","null",
"1400000US17031350100","Census Tract 3501, Cook County, Illinois","1989","164","null","null","169","67","null","null","1117","156","null","null","8","13","null","null","610","null","177","null","0","11","null","null","25","40","null","null","60","50","null","null","8","12","null","null","52","null","48","null",
"1400000US17031350400","Census Tract 3504, Cook County, Illinois","1379","237","null","null","21","32","null","null","1268","239","null","null","0","11","null","null","0","null","11","null","0","11","null","null","57","62","null","null","33","38","null","null","0","11","null","null","33","null","38","null",
"1400000US17031351000","Census Tract 3510, Cook County, Illinois","4022","495","null","null","138","89","null","null","2962","410","null","null","0","11","null","null","901","null","362","null","0","11","null","null","0","11","null","null","21","27","null","null","10","18","null","null","11","null","21","null",
"1400000US17031351100","Census Tract 3511, Cook County, Illinois","1656","210","null","null","14","13","null","null","1623","210","null","null","0","11","null","null","0","null","11","null","9","15","null","null","0","11","null","null","10","11","null","null","0","11","null","null","10","null","11","null",
"1400000US17031351400","Census Tract 3514, Cook County, Illinois","1551","201","null","null","68","69","null","null","1464","183","null","null","0","11","null","null","5","null","48","null","0","11","null","null","0","11","null","null","14","22","null","null","14","22","null","null","0","null","11","null",
"1400000US17031351500","Census Tract 3515, Cook County, Illinois","415","102","null","null","75","51","null","null","203","73","null","null","0","11","null","null","137","null","86","null","0","11","null","null","0","11","null","null","0","11","null","null","0","11","null","null","0","null","11","null",
