"GEO_ID","NAME","B02001_001E","B02001_001EA","B02001_001M","B02001_001MA","B02001_002E","B02001_002M","B02001_002MA","B02001_002EA","B02001_003E","B02001_003EA","B02001_003M","B02001_003MA","B02001_004E","B02001_004EA","B02001_004M","B02001_004MA","B02001_005E","B02001_005EA","B02001_005M","B02001_005MA","B02001_006E","B02001_006EA","B02001_006M","B02001_006MA","B02001_007E","B02001_007M","B02001_007MA","B02001_007EA","B02001_008E","B02001_008EA","B02001_008M","B02001_008MA","B02001_009E","B02001_009EA","B02001_009M","B02001_009MA","B02001_010E","B02001_010EA","B02001_010M","B02001_010MA",
"Geography","Geographic Area Name","Estimate!!Total","Annotation of Estimate!!Total","Margin of Error!!Total","Annotation of Margin of Error!!Total","Estimate!!Total!!White alone","Margin of Error!!Total!!White alone","Annotation of Margin of Error!!Total!!White alone","Annotation of Estimate!!Total!!White alone","Estimate!!Total!!Black or African American alone","Annotation of Estimate!!Total!!Black or African American alone","Margin of Error!!Total!!Black or African American alone","Annotation of Margin of Error!!Total!!Black or African American alone","Estimate!!Total!!American Indian and Alaska Native alone","Annotation of Estimate!!Total!!American Indian and Alaska Native alone","Margin of Error!!Total!!American Indian and Alaska Native alone","Annotation of Margin of Error!!Total!!American Indian and Alaska Native alone","Estimate!!Total!!Asian alone","Annotation of Estimate!!Total!!Asian alone","Margin of Error!!Total!!Asian alone","Annotation of Margin of Error!!Total!!Asian alone","Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Estimate!!Total!!Native Hawaiian and Other Pacific Islander alone","Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Annotation of Margin of Error!!Total!!Native Hawaiian and Other Pacific Islander alone","Estimate!!Total!!Some other race alone","Margin of Error!!Total!!Some other race alone","Annotation of Margin of Error!!Total!!Some other race alone","Annotation of Estimate!!Total!!Some other race alone","Estimate!!Total!!Two or more races","Annotation of Estimate!!Total!!Two or more races","Margin of Error!!Total!!Two or more races","Annotation of Margin of Error!!Total!!Two or more races","Estimate!!Total!!Two or more races!!Two races including Some other race","Annotation of Estimate!!Total!!Two or more races!!Two races including Some other race","Margin of Error!!Total!!Two or more races!!Two races including Some other race","Annotation of Margin of Error!!Total!!Two or more races!!Two races including Some other race","Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Estimate!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races","Annotation of Margin of Error!!Total!!Two or more races!!Two races excluding Some other race, and three or more races",
"1400000US17031010100","Census Tract 101, Cook County, Illinois","5068","null","641","null","2233","593","null","null","2328","null","570","null","0","null","16","null","232","null","235","null","0","null","16","null","69","60","null","null","206","null","124","null","33","null","38","null","173","null","114","null",
"1400000US17031010201","Census Tract 102.01, Cook County, Illinois","7316","null","809","null","2809","719","null","null","3399","null","686","null","10","null","17","null","362","null","227","null","0","null","16","null","541","377","null","null","195","null","138","null","35","null","30","null","160","null","133","null",
"1400000US17031010202","Census Tract 102.02, Cook County, Illinois","2583","null","380","null","1357","373","null","null","832","null","207","null","9","null","14","null","46","null","44","null","15","null","24","null","167","149","null","null","157","null","97","null","74","null","73","null","83","null","68","null",
"1400000US17031010300","Census Tract 103, Cook County, Illinois","6065","null","741","null","3212","501","null","null","1606","null","483","null","6","null","14","null","858","null","530","null","0","null","16","null","284","224","null","null","99","null","73","null","19","null","31","null","80","null","62","null",
"1400000US17031010400","Census Tract 104, Cook County, Illinois","4694","null","488","null","3431","405","null","null","682","null","211","null","0","null","11","null","313","null","185","null","0","null","11","null","119","83","null","null","149","null","83","null","9","null","19","null","140","null","82","null",
"1400000US17031010501","Census Tract 105.01, Cook County, Illinois","3816","null","415","null","2355","329","null","null","1120","null","308","null","0","null","11","null","146","null","86","null","0","null","11","null","1","2","null","null","194","null","132","null","0","null","11","null","194","null","132","null",
"1400000US17031010502","Census Tract 105.02, Cook County, Illinois","3760","null","608","null","2237","593","null","null","584","null","158","null","0","null","11","null","567","null","639","null","0","null","11","null","247","225","null","null","125","null","85","null","22","null","35","null","103","null","78","null",
"1400000US17031010503","Census Tract 105.03, Cook County, Illinois","2325","null","424","null","1708","452","null","null","226","null","119","null","0","null","11","null","290","null","133","null","0","null","11","null","8","18","null","null","93","null","84","null","45","null","70","null","48","null","48","null",
"1400000US17031010600","Census Tract 106, Cook County, Illinois","6946","null","660","null","3627","557","null","null","2515","null","735","null","7","null","18","null","98","null","132","null","0","null","16","null","288","234","null","null","411","null","346","null","0","null","16","null","411","null","346","null",
"1400000US17031010701","Census Tract 107.01, Cook County, Illinois","3943","null","420","null","2377","402","null","null","684","null","210","null","0","null","11","null","106","null","86","null","0","null","11","null","668","373","null","null","108","null","70","null","0","null","11","null","108","null","70","null",
"1400000US17031010702","Census Tract 107.02, Cook County, Illinois","5520","null","681","null","2896","630","null","null","1192","null","378","null","0","null","16","null","201","null","132","null","0","null","16","null","1058","628","null","null","173","null","141","null","0","null","16","null","173","null","141","null",
"1400000US17031020100","Census Tract 201, Cook County, Illinois","4182","null","479","null","1727","456","null","null","1549","null","510","null","0","null","11","null","853","null","567","null","0","null","11","null","0","11","null","null","53","null","62","null","0","null","11","null","53","null","62","null",
"1400000US17031020200","Census Tract 202, Cook County, Illinois","6556","null","818","null","4646","827","null","null","387","null","375","null","0","null","16","null","1344","null","301","null","0","null","16","null","70","106","null","null","109","null","104","null","0","null","16","null","109","null","104","null",
"1400000US17031020301","Census Tract 203.01, Cook County, Illinois","5233","null","483","null","4150","486","null","null","268","null","174","null","35","null","31","null","474","null","203","null","0","null","16","null","175","246","null","null","131","null","154","null","12","null","21","null","119","null","153","null",
"1400000US17031020302","Census Tract 203.02, Cook County, Illinois","4514","null","610","null","3075","595","null","null","525","null","306","null","0","null","11","null","643","null","342","null","0","null","11","null","216","173","null","null","55","null","62","null","14","null","24","null","41","null","57","null",
"1400000US17031020400","Census Tract 204, Cook County, Illinois","4380","null","431","null","2626","471","null","null","693","null","200","null","118","null","190","null","608","null","214","null","0","null","11","null","254","172","null","null","81","null","85","null","0","null","11","null","81","null","85","null",
"1400000US17031020500","Census Tract 205, Cook County, Illinois","6044","null","660","null","2568","516","null","null","1241","null","406","null","0","null","16","null","1187","null","409","null","1","null","44","null","631","507","null","null","416","null","374","null","31","null","50","null","385","null","377","null",
"1400000US17031020601","Census Tract 206.01, Cook County, Illinois","6595","null","756","null","4203","686","null","null","416","null","302","null","37","null","56","null","1140","null","311","null","0","null","16","null","474","248","null","null","325","null","198","null","104","null","116","null","221","null","167","null",
"1400000US17031020602","Census Tract 206.02, Cook County, Illinois","3932","null","456","null","1497","400","null","null","393","null","220","null","0","null","11","null","1201","null","374","null","0","null","11","null","694","396","null","null","147","null","183","null","33","null","52","null","114","null","177","null",
"1400000US17031020701","Census Tract 207.01, Cook County, Illinois","1920","null","380","null","1201","303","null","null","149","null","191","null","84","null","119","null","340","null","161","null","0","null","11","null","64","74","null","null","82","null","72","null","82","null","72","null","0","null","11","null",
"1400000US17031020702","Census Tract 207.02, Cook County, Illinois","8010","null","933","null","4209","997","null","null","123","null","102","null","18","null","29","null","3009","null","794","null","0","null","16","null","267","235","null","null","384","null","225","null","193","null","172","null","191","null","242","null",
"1400000US17031020801","Census Tract 208.01, Cook County, Illinois","4797","null","768","null","3186","718","null","null","67","null","68","null","0","null","11","null","704","null","354","null","0","null","11","null","520","433","null","null","320","null","272","null","41","null","65","null","279","null","268","null",
"1400000US17031020802","Census Tract 208.02, Cook County, Illinois","7251","null","1078","null","2520","861","null","null","351","null","394","null","0","null","16","null","3759","null","1342","null","0","null","16","null","434","520","null","null","187","null","174","null","0","null","16","null","187","null","174","null",
"1400000US17031020901","Census Tract 209.01, Cook County, Illinois","5363","null","759","null","2417","504","null","null","807","null","287","null","16","null","27","null","1505","null","768","null","0","null","16","null","473","467","null","null","145","null","119","null","0","null","16","null","145","null","119","null",
"1400000US17031020902","Census Tract 209.02, Cook County, Illinois","4528","null","511","null","2575","391","null","null","841","null","325","null","0","null","11","null","1068","null","402","null","0","null","11","null","18","27","null","null","26","null","28","null","0","null","11","null","26","null","28","null",
"1400000US17031030101","Census Tract 301.01, Cook County, Illinois","3855","null","329","null","2269","314","null","null","751","null","312","null","9","null","19","null","384","null","197","null","0","null","11","null","312","335","null","null","130","null","92","null","0","null","11","null","130","null","92","null",
"1400000US17031030102","Census Tract 301.02, Cook County, Illinois","3101","null","389","null","1825","356","null","null","615","null","203","null","47","null","53","null","337","null","146","null","0","null","11","null","118","91","null","null","159","null","116","null","44","null","73","null","115","null","92","null",
"1400000US17031030103","Census Tract 301.03, Cook County, Illinois","2138","null","364","null","1327","356","null","null","293","null","159","null","4","null","7","null","267","null","127","null","0","null","11","null","220","203","null","null","27","null","27","null","8","null","15","null","19","null","17","null",
"1400000US17031030104","Census Tract 301.04, Cook County, Illinois","3536","null","447","null","1958","409","null","null","586","null","226","null","0","null","11","null","559","null","210","null","13","null","25","null","114","77","null","null","306","null","217","null","64","null","65","null","242","null","237","null",
"1400000US17031030200","Census Tract 302, Cook County, Illinois","5709","null","613","null","4666","578","null","null","484","null","245","null","0","null","16","null","311","null","128","null","0","null","16","null","153","164","null","null","95","null","85","null","0","null","16","null","95","null","85","null",
"1400000US17031030300","Census Tract 303, Cook County, Illinois","2931","null","368","null","1865","365","null","null","379","null","195","null","57","null","92","null","245","null","74","null","0","null","11","null","370","216","null","null","15","null","22","null","15","null","22","null","0","null","11","null",
"1400000US17031030400","Census Tract 304, Cook County, Illinois","2589","null","250","null","1773","273","null","null","279","null","163","null","0","null","11","null","214","null","127","null","0","null","11","null","186","138","null","null","137","null","79","null","50","null","49","null","87","null","63","null",
"1400000US17031030500","Census Tract 305, Cook County, Illinois","6588","null","626","null","4805","576","null","null","459","null","209","null","0","null","16","null","611","null","266","null","0","null","16","null","593","356","null","null","120","null","94","null","25","null","29","null","95","null","87","null",
"1400000US17031030601","Census Tract 306.01, Cook County, Illinois","3169","null","383","null","1882","315","null","null","690","null","322","null","0","null","11","null","472","null","260","null","0","null","11","null","34","45","null","null","91","null","72","null","32","null","53","null","59","null","49","null",
"1400000US17031030603","Census Tract 306.03, Cook County, Illinois","2123","null","341","null","869","164","null","null","777","null","266","null","0","null","11","null","359","null","295","null","0","null","11","null","42","47","null","null","76","null","68","null","8","null","14","null","68","null","67","null",
"1400000US17031030604","Census Tract 306.04, Cook County, Illinois","2860","null","259","null","1503","214","null","null","500","null","111","null","0","null","11","null","772","null","220","null","0","null","11","null","17","26","null","null","68","null","61","null","14","null","22","null","54","null","56","null",
"1400000US17031030701","Census Tract 307.01, Cook County, Illinois","1973","null","255","null","856","201","null","null","388","null","130","null","0","null","11","null","555","null","202","null","0","null","11","null","12","21","null","null","162","null","217","null","0","null","11","null","162","null","217","null",
"1400000US17031030702","Census Tract 307.02, Cook County, Illinois","1538","null","241","null","1193","236","null","null","53","null","44","null","0","null","11","null","292","null","160","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031030703","Census Tract 307.03, Cook County, Illinois","2620","null","248","null","1826","235","null","null","437","null","145","null","0","null","11","null","273","null","127","null","0","null","11","null","32","41","null","null","52","null","67","null","21","null","34","null","31","null","58","null",
"1400000US17031030706","Census Tract 307.06, Cook County, Illinois","3339","null","282","null","1915","313","null","null","663","null","217","null","0","null","11","null","404","null","137","null","0","null","11","null","110","94","null","null","247","null","136","null","104","null","99","null","143","null","103","null",
"1400000US17031030800","Census Tract 308, Cook County, Illinois","4200","null","467","null","2892","314","null","null","115","null","86","null","0","null","11","null","535","null","303","null","0","null","11","null","276","315","null","null","382","null","256","null","16","null","23","null","366","null","256","null",
"1400000US17031030900","Census Tract 309, Cook County, Illinois","3279","null","365","null","2194","298","null","null","77","null","70","null","6","null","9","null","570","null","264","null","0","null","11","null","324","309","null","null","108","null","125","null","6","null","11","null","102","null","125","null",
"1400000US17031031000","Census Tract 310, Cook County, Illinois","3218","null","396","null","2478","368","null","null","95","null","69","null","0","null","11","null","330","null","187","null","0","null","11","null","237","313","null","null","78","null","78","null","0","null","11","null","78","null","78","null",
"1400000US17031031100","Census Tract 311, Cook County, Illinois","4228","null","464","null","2934","416","null","null","219","null","187","null","12","null","18","null","657","null","350","null","0","null","11","null","338","365","null","null","68","null","82","null","11","null","19","null","57","null","81","null",
"1400000US17031031200","Census Tract 312, Cook County, Illinois","5323","null","632","null","2439","450","null","null","1682","null","349","null","75","null","80","null","725","null","447","null","0","null","16","null","170","192","null","null","232","null","208","null","12","null","23","null","220","null","198","null",
"1400000US17031031300","Census Tract 313, Cook County, Illinois","7491","null","569","null","3516","603","null","null","1942","null","462","null","11","null","18","null","1481","null","316","null","0","null","16","null","143","187","null","null","398","null","186","null","45","null","63","null","353","null","184","null",
"1400000US17031031400","Census Tract 314, Cook County, Illinois","5216","null","414","null","4144","371","null","null","392","null","196","null","22","null","34","null","249","null","102","null","0","null","16","null","84","81","null","null","325","null","152","null","29","null","30","null","296","null","153","null",
"1400000US17031031501","Census Tract 315.01, Cook County, Illinois","3321","null","519","null","1478","374","null","null","991","null","342","null","0","null","11","null","723","null","184","null","0","null","11","null","87","55","null","null","42","null","43","null","26","null","37","null","16","null","20","null",
"1400000US17031031502","Census Tract 315.02, Cook County, Illinois","4532","null","472","null","1990","467","null","null","1984","null","379","null","33","null","38","null","165","null","87","null","0","null","11","null","95","106","null","null","265","null","255","null","0","null","11","null","265","null","255","null",
"1400000US17031031700","Census Tract 317, Cook County, Illinois","6564","null","558","null","3906","452","null","null","1692","null","530","null","0","null","16","null","508","null","275","null","0","null","16","null","364","333","null","null","94","null","74","null","0","null","16","null","94","null","74","null",
"1400000US17031031800","Census Tract 318, Cook County, Illinois","1774","null","137","null","1519","198","null","null","14","null","19","null","21","null","33","null","217","null","144","null","0","null","11","null","0","11","null","null","3","null","5","null","0","null","11","null","3","null","5","null",
"1400000US17031031900","Census Tract 319, Cook County, Illinois","2272","null","168","null","1835","176","null","null","145","null","91","null","4","null","19","null","184","null","99","null","0","null","11","null","82","69","null","null","22","null","24","null","13","null","20","null","9","null","13","null",
"1400000US17031032100","Census Tract 321, Cook County, Illinois","6968","null","572","null","5308","509","null","null","775","null","253","null","0","null","16","null","533","null","251","null","0","null","16","null","250","306","null","null","102","null","79","null","21","null","34","null","81","null","70","null",
"1400000US17031040100","Census Tract 401, Cook County, Illinois","4074","null","404","null","3099","422","null","null","309","null","153","null","79","null","106","null","284","null","199","null","0","null","11","null","228","144","null","null","75","null","54","null","0","null","11","null","75","null","54","null",
"1400000US17031040201","Census Tract 402.01, Cook County, Illinois","5679","null","596","null","4743","581","null","null","74","null","78","null","0","null","16","null","541","null","260","null","0","null","16","null","176","152","null","null","145","null","107","null","24","null","38","null","121","null","91","null",
"1400000US17031040202","Census Tract 402.02, Cook County, Illinois","6816","null","808","null","3969","750","null","null","616","null","397","null","0","null","16","null","1382","null","532","null","0","null","16","null","655","531","null","null","194","null","157","null","12","null","23","null","182","null","156","null",
"1400000US17031040300","Census Tract 403, Cook County, Illinois","2545","null","306","null","1565","294","null","null","196","null","226","null","32","null","54","null","648","null","245","null","0","null","11","null","17","25","null","null","87","null","71","null","32","null","49","null","55","null","52","null",
"1400000US17031040401","Census Tract 404.01, Cook County, Illinois","2982","null","307","null","2126","262","null","null","65","null","73","null","24","null","25","null","223","null","109","null","25","null","39","null","448","235","null","null","71","null","65","null","8","null","12","null","63","null","61","null",
"1400000US17031040402","Census Tract 404.02, Cook County, Illinois","4431","null","393","null","3509","382","null","null","230","null","188","null","0","null","11","null","597","null","363","null","0","null","11","null","14","23","null","null","81","null","70","null","0","null","11","null","81","null","70","null",
"1400000US17031040600","Census Tract 406, Cook County, Illinois","2529","null","333","null","2166","305","null","null","79","null","70","null","0","null","11","null","120","null","84","null","0","null","11","null","136","145","null","null","28","null","48","null","0","null","11","null","28","null","48","null",
"1400000US17031040700","Census Tract 407, Cook County, Illinois","3168","null","328","null","2709","308","null","null","75","null","87","null","0","null","11","null","201","null","123","null","0","null","11","null","152","96","null","null","31","null","30","null","0","null","11","null","31","null","30","null",
"1400000US17031040800","Census Tract 408, Cook County, Illinois","1766","null","178","null","1432","137","null","null","60","null","77","null","49","null","56","null","121","null","78","null","0","null","11","null","26","26","null","null","78","null","51","null","0","null","11","null","78","null","51","null",
"1400000US17031040900","Census Tract 409, Cook County, Illinois","2174","null","193","null","1846","217","null","null","1","null","2","null","0","null","11","null","119","null","82","null","0","null","11","null","110","123","null","null","98","null","102","null","0","null","11","null","98","null","102","null",
"1400000US17031050100","Census Tract 501, Cook County, Illinois","2558","null","287","null","2376","284","null","null","46","null","37","null","0","null","11","null","85","null","72","null","0","null","11","null","20","22","null","null","31","null","28","null","0","null","11","null","31","null","28","null",
"1400000US17031050200","Census Tract 502, Cook County, Illinois","5072","null","465","null","4185","495","null","null","174","null","131","null","0","null","16","null","205","null","159","null","0","null","16","null","423","304","null","null","85","null","55","null","0","null","16","null","85","null","55","null",
"1400000US17031050300","Census Tract 503, Cook County, Illinois","2531","null","257","null","2220","216","null","null","15","null","25","null","50","null","57","null","170","null","93","null","0","null","11","null","0","11","null","null","76","null","42","null","7","null","11","null","69","null","38","null",
"1400000US17031050500","Census Tract 505, Cook County, Illinois","5204","null","486","null","4672","523","null","null","32","null","29","null","0","null","16","null","111","null","83","null","0","null","16","null","74","96","null","null","315","null","203","null","0","null","16","null","315","null","203","null",
"1400000US17031050600","Census Tract 506, Cook County, Illinois","2503","null","275","null","2258","265","null","null","55","null","69","null","0","null","11","null","123","null","98","null","0","null","11","null","8","14","null","null","59","null","54","null","19","null","24","null","40","null","51","null",
"1400000US17031050700","Census Tract 507, Cook County, Illinois","1488","null","122","null","1408","114","null","null","17","null","25","null","0","null","11","null","20","null","23","null","0","null","11","null","26","26","null","null","17","null","19","null","6","null","11","null","11","null","15","null",
"1400000US17031050800","Census Tract 508, Cook County, Illinois","1349","null","151","null","1236","163","null","null","5","null","8","null","16","null","26","null","64","null","41","null","0","null","11","null","8","13","null","null","20","null","18","null","0","null","11","null","20","null","18","null",
"1400000US17031050900","Census Tract 509, Cook County, Illinois","1644","null","216","null","1536","215","null","null","0","null","11","null","12","null","19","null","65","null","30","null","0","null","11","null","14","16","null","null","17","null","17","null","0","null","11","null","17","null","17","null",
"1400000US17031051000","Census Tract 510, Cook County, Illinois","1551","null","149","null","1318","144","null","null","25","null","29","null","0","null","11","null","137","null","67","null","0","null","11","null","71","81","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031051100","Census Tract 511, Cook County, Illinois","1683","null","198","null","1420","214","null","null","104","null","84","null","0","null","11","null","60","null","40","null","0","null","11","null","55","88","null","null","44","null","36","null","0","null","11","null","44","null","36","null",
"1400000US17031051200","Census Tract 512, Cook County, Illinois","1630","null","160","null","1390","169","null","null","102","null","94","null","7","null","12","null","100","null","109","null","0","null","11","null","0","11","null","null","31","null","49","null","31","null","49","null","0","null","11","null",
"1400000US17031051300","Census Tract 513, Cook County, Illinois","2730","null","310","null","2515","306","null","null","53","null","46","null","0","null","11","null","32","null","25","null","0","null","11","null","71","71","null","null","59","null","37","null","0","null","11","null","59","null","37","null",
"1400000US17031051400","Census Tract 514, Cook County, Illinois","2373","null","340","null","2016","352","null","null","67","null","70","null","0","null","11","null","46","null","35","null","0","null","11","null","74","55","null","null","170","null","138","null","14","null","22","null","156","null","138","null",
"1400000US17031060100","Census Tract 601, Cook County, Illinois","2582","null","219","null","2352","232","null","null","160","null","131","null","0","null","11","null","21","null","34","null","0","null","11","null","28","41","null","null","21","null","31","null","5","null","20","null","16","null","26","null",
"1400000US17031060200","Census Tract 602, Cook County, Illinois","1835","null","238","null","1567","212","null","null","68","null","52","null","0","null","11","null","103","null","140","null","0","null","11","null","70","59","null","null","27","null","32","null","0","null","11","null","27","null","32","null",
"1400000US17031060300","Census Tract 603, Cook County, Illinois","3270","null","363","null","3155","374","null","null","10","null","15","null","8","null","14","null","97","null","60","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031060400","Census Tract 604, Cook County, Illinois","4162","null","473","null","3929","491","null","null","0","null","11","null","20","null","31","null","143","null","113","null","0","null","11","null","12","19","null","null","58","null","51","null","0","null","11","null","58","null","51","null",
"1400000US17031060500","Census Tract 605, Cook County, Illinois","1157","null","126","null","934","118","null","null","43","null","32","null","9","null","14","null","135","null","58","null","0","null","11","null","8","13","null","null","28","null","26","null","5","null","8","null","23","null","25","null",
"1400000US17031060800","Census Tract 608, Cook County, Illinois","4834","null","388","null","3854","313","null","null","248","null","150","null","0","null","11","null","550","null","152","null","0","null","11","null","121","86","null","null","61","null","71","null","13","null","24","null","48","null","77","null",
"1400000US17031060900","Census Tract 609, Cook County, Illinois","6557","null","706","null","5182","684","null","null","395","null","308","null","124","null","130","null","352","null","180","null","0","null","16","null","190","204","null","null","314","null","148","null","0","null","16","null","314","null","148","null",
"1400000US17031061000","Census Tract 610, Cook County, Illinois","1672","null","165","null","1435","170","null","null","25","null","26","null","0","null","11","null","159","null","112","null","0","null","11","null","22","31","null","null","31","null","26","null","10","null","16","null","21","null","21","null",
"1400000US17031061100","Census Tract 611, Cook County, Illinois","1253","null","195","null","1190","187","null","null","0","null","11","null","10","null","10","null","53","null","51","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031061200","Census Tract 612, Cook County, Illinois","2296","null","256","null","2029","223","null","null","32","null","32","null","10","null","16","null","99","null","80","null","0","null","11","null","7","9","null","null","119","null","136","null","0","null","11","null","119","null","136","null",
"1400000US17031061500","Census Tract 615, Cook County, Illinois","2028","null","268","null","1872","264","null","null","28","null","43","null","0","null","11","null","60","null","38","null","0","null","11","null","33","41","null","null","35","null","38","null","0","null","11","null","35","null","38","null",
"1400000US17031061800","Census Tract 618, Cook County, Illinois","1145","null","124","null","1023","117","null","null","13","null","21","null","0","null","11","null","76","null","61","null","4","null","7","null","13","14","null","null","16","null","13","null","0","null","11","null","16","null","13","null",
"1400000US17031061901","Census Tract 619.01, Cook County, Illinois","3767","null","396","null","3069","449","null","null","139","null","146","null","12","null","21","null","409","null","223","null","16","null","29","null","47","44","null","null","75","null","63","null","14","null","22","null","61","null","58","null",
"1400000US17031061902","Census Tract 619.02, Cook County, Illinois","3891","null","335","null","3250","325","null","null","197","null","130","null","0","null","11","null","269","null","128","null","0","null","11","null","15","24","null","null","160","null","101","null","16","null","25","null","144","null","99","null",
"1400000US17031062000","Census Tract 620, Cook County, Illinois","2762","null","234","null","2409","235","null","null","139","null","114","null","0","null","11","null","122","null","52","null","0","null","11","null","21","22","null","null","71","null","49","null","0","null","11","null","71","null","49","null",
"1400000US17031062100","Census Tract 621, Cook County, Illinois","3313","null","434","null","2782","426","null","null","27","null","28","null","0","null","11","null","421","null","197","null","0","null","11","null","32","40","null","null","51","null","37","null","8","null","13","null","43","null","35","null",
"1400000US17031062200","Census Tract 622, Cook County, Illinois","3085","null","285","null","2767","269","null","null","42","null","36","null","0","null","11","null","140","null","72","null","0","null","11","null","76","79","null","null","60","null","57","null","0","null","11","null","60","null","57","null",
"1400000US17031062300","Census Tract 623, Cook County, Illinois","1668","null","117","null","1557","129","null","null","0","null","11","null","0","null","11","null","59","null","34","null","0","null","11","null","3","7","null","null","49","null","48","null","0","null","11","null","49","null","48","null",
"1400000US17031062400","Census Tract 624, Cook County, Illinois","1709","null","199","null","1558","194","null","null","25","null","19","null","0","null","11","null","104","null","64","null","0","null","11","null","17","21","null","null","5","null","8","null","0","null","11","null","5","null","8","null",
"1400000US17031062500","Census Tract 625, Cook County, Illinois","1246","null","152","null","1150","152","null","null","0","null","11","null","0","null","11","null","56","null","28","null","0","null","11","null","17","20","null","null","23","null","21","null","0","null","11","null","23","null","21","null",
"1400000US17031062600","Census Tract 626, Cook County, Illinois","2272","null","172","null","1995","192","null","null","21","null","20","null","0","null","11","null","182","null","87","null","0","null","11","null","5","8","null","null","69","null","43","null","18","null","20","null","51","null","36","null",
"1400000US17031062700","Census Tract 627, Cook County, Illinois","2696","null","244","null","2433","257","null","null","24","null","27","null","0","null","11","null","6","null","11","null","0","null","11","null","102","128","null","null","131","null","80","null","8","null","13","null","123","null","80","null",
"1400000US17031062800","Census Tract 628, Cook County, Illinois","3630","null","318","null","3116","323","null","null","131","null","107","null","0","null","11","null","260","null","136","null","0","null","11","null","41","45","null","null","82","null","49","null","0","null","11","null","82","null","49","null",
"1400000US17031062900","Census Tract 629, Cook County, Illinois","4278","null","426","null","3988","449","null","null","10","null","17","null","0","null","11","null","201","null","163","null","0","null","11","null","17","27","null","null","62","null","72","null","0","null","11","null","62","null","72","null",
"1400000US17031063000","Census Tract 630, Cook County, Illinois","3275","null","281","null","2833","293","null","null","58","null","46","null","15","null","26","null","187","null","152","null","0","null","11","null","45","43","null","null","137","null","96","null","32","null","52","null","105","null","80","null",
"1400000US17031063100","Census Tract 631, Cook County, Illinois","2384","null","231","null","2022","210","null","null","63","null","88","null","0","null","11","null","176","null","71","null","0","null","11","null","47","59","null","null","76","null","59","null","0","null","11","null","76","null","59","null",
"1400000US17031063200","Census Tract 632, Cook County, Illinois","6142","null","540","null","4917","594","null","null","272","null","204","null","0","null","16","null","773","null","311","null","0","null","16","null","60","68","null","null","120","null","99","null","7","null","15","null","113","null","98","null",
"1400000US17031063301","Census Tract 633.01, Cook County, Illinois","2418","null","238","null","1975","258","null","null","152","null","93","null","0","null","11","null","254","null","118","null","0","null","11","null","0","11","null","null","37","null","34","null","0","null","11","null","37","null","34","null",
"1400000US17031063302","Census Tract 633.02, Cook County, Illinois","4040","null","364","null","3616","412","null","null","51","null","64","null","0","null","11","null","288","null","136","null","0","null","11","null","20","30","null","null","65","null","83","null","0","null","11","null","65","null","83","null",
"1400000US17031063303","Census Tract 633.03, Cook County, Illinois","1275","null","148","null","1212","148","null","null","37","null","30","null","0","null","11","null","26","null","34","null","0","null","11","null","0","11","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031063400","Census Tract 634, Cook County, Illinois","2070","null","212","null","1797","236","null","null","128","null","66","null","0","null","11","null","92","null","51","null","0","null","11","null","0","11","null","null","53","null","43","null","0","null","11","null","53","null","43","null",
"1400000US17031070101","Census Tract 701.01, Cook County, Illinois","4131","null","839","null","3729","896","null","null","73","null","65","null","0","null","11","null","191","null","93","null","0","null","11","null","0","11","null","null","138","null","150","null","0","null","11","null","138","null","150","null",
"1400000US17031070102","Census Tract 701.02, Cook County, Illinois","2355","null","310","null","1838","305","null","null","221","null","98","null","42","null","55","null","181","null","95","null","0","null","11","null","55","55","null","null","18","null","21","null","0","null","11","null","18","null","21","null",
"1400000US17031070103","Census Tract 701.03, Cook County, Illinois","1795","null","247","null","1603","266","null","null","38","null","35","null","0","null","11","null","148","null","86","null","0","null","11","null","6","12","null","null","0","null","11","null","0","null","11","null","0","null","11","null",
"1400000US17031070200","Census Tract 702, Cook County, Illinois","4142","null","426","null","3648","365","null","null","160","null","102","null","0","null","11","null","168","null","105","null","0","null","11","null","60","94","null","null","106","null","72","null","4","null","8","null","102","null","71","null",
"1400000US17031070300","Census Tract 703, Cook County, Illinois","3408","null","266","null","2891","229","null","null","29","null","34","null","0","null","11","null","304","null","161","null","0","null","11","null","78","87","null","null","106","null","70","null","0","null","11","null","106","null","70","null",
"1400000US17031070400","Census Tract 704, Cook County, Illinois","3500","null","290","null","3295","300","null","null","108","null","70","null","0","null","11","null","38","null","29","null","0","null","11","null","29","46","null","null","30","null","28","null","0","null","11","null","30","null","28","null",
